NUMBER,X_IMAGE,Y_IMAGE,X_WORLD,Y_WORLD,FLUX_APER,FLUXERR_APER,MAG_APER,MAGERR_APER,THRESHOLD,FLUX_RADIUS,FLAGS,NITER_MODEL
713,1155.5138,1001.8265,214.07437926,52.506858953,5.227702,0.2720017,-1.7958,0.0565,0.1480887,4.455,16,39
714,2006.0267,1003.857,214.13709135,52.469255139,5.525426,0.2727894,-1.8559,0.0536,0.1480887,2.935,0,65
715,4025.9341,999.6487,214.28494197,52.37941224,3.553267,0.26926,-1.3766,0.0823,0.1480887,2.593,0,25
716,4867.4067,995.7597,214.34620176,52.341835005,2.650728,0.2678913,-1.0584,0.1098,0.1480887,2.264,0,45
717,4380.8872,1009.3478,214.31162097,52.364072257,6.739853,0.2734045,-2.0716,0.0441,0.1480887,3.229,0,38
718,4819.1328,1010.7127,214.34376242,52.344650085,11.99001,0.2830615,-2.697,0.0256,0.1480887,2.51,0,30
719,1505.3536,1003.1964,214.10022638,52.491419455,3.721347,0.2698228,-1.4268,0.0787,0.1480887,4.177,0,30
720,4607.2725,1039.1571,214.33034649,52.355341718,10.55451,0.2813402,-2.5586,0.0289,0.1480887,5.845,0,28
721,2046.0997,1092.1458,214.14646343,52.471436027,3981.832,1.982579,-9.0002,0.0005,0.1480887,2.096,0,39
722,2569.8943,1022.4977,214.17986767,52.445081418,89.54521,0.3941553,-4.8801,0.0048,0.1480887,1.884,0,44
723,2587.7512,1025.2334,214.18137772,52.444411741,4.877597,0.2716351,-1.7205,0.0605,0.1480887,4.269,0,35
724,746.2823,1025.7682,214.04598036,52.526059023,7.045336,0.2752238,-2.1198,0.0424,0.1480887,3.316,0,44
725,2017.2101,1015.6213,214.13876959,52.469286672,6.089849,0.2737912,-1.9615,0.0488,0.1480887,2.718,0,27
726,3233.7576,1006.4084,214.22740099,52.414897959,2.495349,0.2676098,-0.9928,0.1165,0.1480887,2.764,0,49
727,3908.5044,1014.8569,214.2774522,52.385309943,3.652708,0.2678717,-1.4065,0.0796,0.1480887,2.608,0,52
728,4146.3047,1010.1704,214.29451782,52.374534407,2.671169,0.2666155,-1.0668,0.1084,0.1480887,2.2,0,37
729,3596.0808,1015.84,214.25464199,52.399231604,3.434042,0.2685229,-1.3395,0.0849,0.1480887,2.566,0,52
730,3642.3789,1014.5087,214.25793684,52.397115761,3.505353,0.2686517,-1.3618,0.0832,0.1480887,2.491,0,31
731,2138.8945,1018.6527,214.14793249,52.464026639,4.499913,0.2694014,-1.633,0.065,0.1480887,1.769,0,70
732,3567.2112,1017.9207,214.25267832,52.400606879,2.839463,0.267971,-1.1331,0.1025,0.1480887,2.326,0,48
733,973.3794,1197.5258,214.07521431,52.523708572,16.00644,0.2908289,-3.0107,0.0197,0.1480887,5.362,0,68
734,4799.7085,1025.6432,214.34342966,52.346181282,11.82714,0.2827823,-2.6822,0.026,0.1480887,2.137,0,53
735,1798.3137,1079.2505,214.12730984,52.481844627,15.96203,0.2895456,-3.0077,0.0197,0.1480887,7.255,0,44
736,2730.7627,1022.0047,214.19163991,52.437921632,3.404798,0.2692531,-1.3302,0.0859,0.1480887,2.647,0,44
737,143.4925,1021.7687,214.00124613,52.552564357,3.968569,0.2692262,-1.4966,0.0737,0.1480887,2.158,0,24
738,3110.9182,1017.8398,214.21922587,52.420863038,3.125436,0.2679649,-1.2373,0.0931,0.1480887,1.738,0,28
739,3649.2463,1029.7192,214.25954713,52.397491516,6.641508,0.2739995,-2.0557,0.0448,0.1480887,2.721,0,34
740,696.9684,1028.8695,214.04257226,52.528381949,6.151789,0.2739009,-1.9725,0.0484,0.1480887,3.154,0,38
741,1432.3269,1027.0697,214.09659097,52.495726517,4.146056,0.2692853,-1.5441,0.0705,0.1480887,2.411,0,44
742,276.1596,1021.6284,214.01102196,52.546686457,2.666877,0.2676585,-1.065,0.109,0.1480887,2.11,0,25
743,3617.7773,1052.5035,214.2589004,52.399908943,14.46621,0.2875174,-2.9009,0.0216,0.1480887,4.997,0,36
744,1786.6343,1046.5327,214.12406933,52.480895411,65.3298,0.3639079,-4.5378,0.006,0.1480887,1.889,0,32
745,2074.2793,1031.0431,214.14408629,52.467447418,3.144788,0.2679999,-1.244,0.0925,0.1480887,3.038,0,40
746,2962.7944,1029.0193,214.20917547,52.427938523,3.093208,0.2684299,-1.226,0.0942,0.1480887,3.034,0,80
747,2867.5364,1047.1149,214.20350428,52.432976795,32.63063,0.3164598,-3.7841,0.0105,0.1480887,2.167,3,21
748,2871.4766,1057.6313,214.20455893,52.43327296,90.55459,0.3961048,-4.8923,0.0048,0.1480887,1.901,2,23
749,831.9006,1037.6318,214.05315209,52.522799899,3.088165,0.2676353,-1.2243,0.0941,0.1480887,2.871,0,36
750,1970.2225,1056.2349,214.13827239,52.473190841,7.793672,0.2765395,-2.2294,0.0385,0.1480887,3.261,0,32
751,2828.4841,1052.7715,214.20105066,52.434963299,7.106396,0.2753314,-2.1291,0.0421,0.1480887,2.877,0,72
752,535.4283,1049.2305,214.03214823,52.536448605,9.417599,0.2798752,-2.4349,0.0323,0.1480887,2.235,0,35
753,4888.0459,1040.7091,214.35098194,52.342926458,2.812183,0.2668719,-1.1226,0.1031,0.1480887,3.214,0,34
754,2204.7698,1061.7909,214.15591274,52.463038686,15.23053,0.289532,-2.9568,0.0206,0.1480887,3.651,0,33
755,4213.5698,1048.3099,214.30221637,52.373251252,3.088018,0.2678972,-1.2242,0.0942,0.1480887,2.578,0,62
756,2631.0056,1066.9678,214.18759102,52.444362366,77.62887,0.3799474,-4.7251,0.0053,0.1480887,1.888,0,38
757,1670.7681,1073.955,214.11754489,52.487261348,5.760637,0.2734641,-1.9012,0.0516,0.1480887,3.886,0,56
758,164.6437,1059.8719,214.00558001,52.553339615,5.694773,0.2725759,-1.8887,0.052,0.1480887,2.517,0,62
759,1174.0787,1059.7692,214.0799637,52.508636243,9.114339,0.2788463,-2.3993,0.0332,0.1480887,2.719,0,33
760,3752.0869,1080.2249,214.27075661,52.395183696,125.2727,0.436392,-5.2446,0.0038,0.1480887,1.935,0,46
761,1038.7731,1061.0392,214.07009345,52.514687419,4.068322,0.2701862,-1.5235,0.0721,0.1480887,2.769,0,84
762,3265.1321,1062.1228,214.23375685,52.41599954,5.088919,0.2709782,-1.7666,0.0578,0.1480887,2.449,0,17
763,2922.0291,1085.9717,214.21033093,52.432298572,17.3339,0.2932739,-3.0972,0.0184,0.1480887,4.248,0,33
764,3186.3303,1065.7552,214.22824376,52.419660794,5.038488,0.2716641,-1.7558,0.0586,0.1480887,2.355,0,30
765,998.7928,1062.45,214.06725184,52.516521727,4.534337,0.2712803,-1.6413,0.065,0.1480887,2.534,0,35
766,3810.3276,1071.3849,214.27437834,52.392200876,5.237545,0.2722771,-1.7978,0.0565,0.1480887,2.75,0,62
767,1898.3636,1069.496,214.13395552,52.476971511,3.422141,0.2679782,-1.3357,0.085,0.1480887,2.818,0,18
768,4337.106,1149.2356,214.31860244,52.37227432,2249.072,1.500183,-8.38,0.0007,0.1480887,2.515,0,73
769,2437.1187,1075.7968,214.17399864,52.453360067,8.217162,0.2775343,-2.2868,0.0367,0.1480887,2.615,0,55
770,350.5817,1072.3123,214.0201998,52.545668228,4.313873,0.2703672,-1.5872,0.0681,0.1480887,2.079,0,47
771,1290.5748,1094.2853,214.09105194,52.505023077,31.66931,0.3156506,-3.7516,0.0108,0.1480887,2.902,0,33
772,3694.6238,1103.2643,214.26822513,52.398767302,15.60054,0.290393,-2.9828,0.0202,0.1480887,2.022,0,30
773,3986.9834,1078.8684,214.28785755,52.384687126,4.930318,0.2719874,-1.7322,0.0599,0.1480887,3.287,0,18
774,2646.6323,1124.4825,214.1929253,52.446245539,787.7112,0.9127185,-7.2409,0.0013,0.1480887,1.94,0,23
775,1339.5474,1084.7815,214.09396446,52.502426681,5.770683,0.2737384,-1.9031,0.0515,0.1480887,3.186,0,61
776,4676.8091,1095.0907,214.33950216,52.354750754,8.821023,0.2785876,-2.3638,0.0343,0.1480887,3.775,0,33
777,3379.9495,1100.7522,214.2449856,52.412630674,15.22084,0.2897581,-2.9561,0.0207,0.1480887,2.906,0,28
778,2399.6299,1115.5369,214.17413874,52.456803863,17.06239,0.2925847,-3.0801,0.0186,0.1480887,6.445,0,36
779,1833.0879,1094.9678,214.13101086,52.481007627,18.0691,0.2940103,-3.1423,0.0177,0.1480887,1.848,0,50
780,2973.1245,1085.2661,214.21402784,52.429999047,3.109092,0.267411,-1.2316,0.0934,0.1480887,2.785,0,34
781,4514.4829,1091.7543,214.32739075,52.361818739,6.197545,0.2732124,-1.9805,0.0479,0.1480887,1.861,0,20
782,2126.8706,1099.7485,214.15295245,52.468194832,4.604136,0.2708874,-1.6579,0.0639,0.1480887,2.079,0,33
783,3460.4736,1117.0964,214.25207706,52.409786329,18.44318,0.2943885,-3.1646,0.0173,0.1480887,2.915,0,36
784,3085.8164,1098.8226,214.22328033,52.425603714,2.60179,0.2675405,-1.0382,0.1117,0.1480887,2.405,0,24
785,1032.4581,1103.2745,214.07270304,52.516862317,3.603719,0.2683066,-1.3919,0.0809,0.1480887,2.28,0,35
786,1421.6929,1112.8352,214.10205192,52.500044727,9.401617,0.2788427,-2.433,0.0322,0.1480887,3.166,0,48
787,485.766,1105.488,214.03258247,52.541173081,3.172247,0.2683113,-1.2534,0.0919,0.1480887,2.557,0,47
788,2013.9948,1126.9447,214.14663737,52.474419618,25.74906,0.3068761,-3.5269,0.0129,0.1480887,3.321,0,21
789,2430.3308,1120.9438,214.17678698,52.455684135,9.504896,0.2795248,-2.4449,0.0319,0.1480887,2.609,0,37
790,1381.4313,1118.0947,214.09947208,52.502064903,4.033814,0.2688221,-1.5143,0.0724,0.1480887,3.557,0,47
791,3222.9504,1123.5703,214.23513788,52.420623476,33.69926,0.3191947,-3.8191,0.0103,0.1480887,1.87,0,34
792,1149.9067,1113.5939,214.08210245,52.512122058,2.901862,0.2675599,-1.1567,0.1001,0.1480887,2.25,0,65
793,492.796,1125.667,214.0345698,52.541767755,7.070892,0.2760326,-2.1237,0.0424,0.1480887,3.302,0,43
794,4164.4829,1119.0056,214.30377124,52.378594918,4.497095,0.2709548,-1.6323,0.0654,0.1480887,2.379,0,45
795,4729.5464,1131.9097,214.34603791,52.354051684,6.103758,0.2720159,-1.964,0.0484,0.1480887,4.247,0,40
796,54.7472,1130.6156,214.00262192,52.561380569,8.944526,0.2793055,-2.3789,0.0339,0.1480887,2.533,0,44
797,2746.4373,1124.2598,214.20023434,52.441806559,2.647061,0.2678847,-1.0569,0.1099,0.1480887,1.82,0,27
798,4025.478,1124.4663,214.29399518,52.38501651,4.125898,0.2689882,-1.5388,0.0708,0.1480887,1.794,0,40
799,1967.4274,1129.267,214.14338374,52.476588723,3.796661,0.2699581,-1.4485,0.0772,0.1480887,3.087,0,55
800,3462.7605,1136.3789,214.25364857,52.410547834,8.150323,0.2774174,-2.2779,0.037,0.1480887,2.67,0,43
801,4682.3789,1128.505,214.34234211,52.355996911,4.189198,0.2696234,-1.5553,0.0699,0.1480887,2.524,0,34
802,895.3229,1153.9457,214.0662918,52.525210827,34.07864,0.3184512,-3.8312,0.0101,0.1480887,2.858,0,50
803,2134.4004,1136.5712,214.15618659,52.469511289,5.08828,0.2717529,-1.7664,0.058,0.1480887,2.367,0,23
804,2145.0208,1132.4899,214.15666981,52.468857331,3.54964,0.2689927,-1.3755,0.0823,0.1480887,1.846,0,19
805,3364.5928,1132.7119,214.24618689,52.414743278,2.764704,0.2680976,-1.1041,0.1053,0.1480887,2.499,0,94
806,158.474,1131.0155,214.01030394,52.556807764,2.559596,0.267464,-1.0204,0.1135,0.1480887,2.212,0,26
807,2570.1365,1137.325,214.18824486,52.450215188,3.054238,0.2673115,-1.2123,0.095,0.1480887,2.557,0,68
808,2161.0305,1169.0182,214.16050578,52.469784368,19.42628,0.2964776,-3.221,0.0166,0.1480887,4.121,0,50
809,4189.9873,1158.9082,214.30854288,52.379246138,3.762196,0.2693757,-1.4386,0.0778,0.1480887,4.277,0,42
810,2063.7241,1158.2634,214.15257241,52.473618057,10.0953,0.279796,-2.5103,0.0301,0.1480887,3.159,0,27
811,4420.4287,1139.7582,214.3240072,52.368146525,2.773656,0.2681138,-1.1076,0.105,0.1480887,2.189,0,31
812,3317.2163,1140.9888,214.2433168,52.417217601,3.528841,0.269216,-1.3691,0.0829,0.1480887,1.766,0,53
813,3851.811,1143.1517,214.28264111,52.39356903,2.791699,0.2681464,-1.1147,0.1043,0.1480887,1.886,0,36
814,1430.4713,1143.6486,214.10494124,52.501037711,3.102463,0.2681851,-1.2293,0.0939,0.1480887,2.474,0,53
815,2611.2798,1169.4806,214.19360652,52.449830048,74.55645,0.3756313,-4.6812,0.0055,0.1480887,1.875,0,29
816,3991.3289,1188.5529,214.29616171,52.389400854,308.5961,0.6067418,-6.2235,0.0021,0.1480887,1.927,0,42
817,3199.4539,1160.2467,214.23608552,52.423308763,18.29303,0.2948559,-3.1557,0.0175,0.1480887,1.84,0,39
818,1207.4056,1174.3523,214.09075918,52.512300142,27.18402,0.3091358,-3.5858,0.0123,0.1480887,3.316,0,31
819,4173.5972,1149.8048,214.30668069,52.379567428,2.558493,0.2666737,-1.02,0.1132,0.1480887,2.99,0,41
820,3657.1992,1159.0759,214.26954733,52.40292731,7.133017,0.2753783,-2.1332,0.0419,0.1480887,1.819,0,17
821,338.318,1161.677,214.02580129,52.550223706,5.019816,0.2716307,-1.7517,0.0588,0.1480887,2.77,0,52
822,3587.1067,1158.3289,214.26435802,52.406007391,3.422303,0.2685017,-1.3358,0.0852,0.1480887,2.228,0,30
823,2148.0649,1171.8538,214.15975959,52.470486531,3.859333,0.2698107,-1.4663,0.0759,0.1480887,4.429,0,53
824,920.2643,1202.2849,214.07164865,52.526275115,19.2432,0.2952287,-3.2107,0.0167,0.1480887,4.152,0,44
825,1724.2228,1177.8011,214.12903669,52.489548065,2.672818,0.2679313,-1.0674,0.1089,0.1480887,2.039,0,34
826,182.0381,1208.2533,214.01766584,52.559233233,141.6855,0.4547314,-5.3783,0.0035,0.1480887,1.935,0,36
827,1985.1334,1197.118,214.1496255,52.478844989,7.275841,0.2748649,-2.1547,0.041,0.1480887,2.652,0,60
828,984.8448,1187.0857,214.07529856,52.522732203,2.94587,0.2673773,-1.173,0.0986,0.1480887,2.156,0,76
829,1767.828,1196.2125,214.13358388,52.488440247,5.029398,0.271906,-1.7538,0.0587,0.1480887,2.419,0,38
830,2259.6003,1204.7571,214.17034981,52.467013678,16.42555,0.2917677,-3.0388,0.0193,0.1480887,2.724,0,39
831,2783.2222,1187.623,214.2075474,52.443012051,2.512202,0.2671154,-1.0001,0.1155,0.1480887,2.412,0,66
832,1670.8862,1201.595,214.12684666,52.492979518,3.729744,0.2698379,-1.4292,0.0786,0.1480887,3.932,0,53
833,646.807,1207.5079,214.05188084,52.538621691,6.388946,0.2740646,-2.0136,0.0466,0.1480887,3.207,0,37
834,4334.563,1212.1632,214.32299861,52.375201356,4.439173,0.2708511,-1.6183,0.0663,0.1480887,4.026,0,27
835,2561.6919,1202.4275,214.19236523,52.453506383,3.69914,0.2687404,-1.4203,0.0789,0.1480887,1.971,0,102
836,2208.0935,1196.8729,214.16599179,52.468945171,2.801899,0.2673786,-1.1186,0.1036,0.1480887,3.072,0,16
837,1100.3983,1205.3695,214.08513933,52.518433008,6.90332,0.2749734,-2.0976,0.0433,0.1480887,2.21,0,49
838,3331.7627,1209.9702,214.249406,52.41965951,12.87382,0.2858023,-2.7743,0.0241,0.1480887,2.643,0,25
839,3960.426,1217.1285,214.29598029,52.392052396,9.118764,0.2793568,-2.3998,0.0333,0.1480887,4.706,0,32
840,363.2181,1208.3546,214.03103616,52.55121705,5.43264,0.2726244,-1.8375,0.0545,0.1480887,2.055,0,35
841,751.7322,1216.2804,214.06025175,52.534368352,30.8155,0.3136654,-3.7219,0.0111,0.1480887,1.887,0,32
842,4226.5815,1222.0502,214.31581847,52.380443515,7.096874,0.2760783,-2.1277,0.0422,0.1480887,2.93,0,34
843,3720.4053,1206.8148,214.27765331,52.402255622,2.694043,0.2677077,-1.076,0.1079,0.1480887,2.55,0,40
844,3707.4763,1206.3485,214.27667236,52.402809142,2.564891,0.2669483,-1.0227,0.113,0.1480887,2.188,0,58
845,1448.6687,1217.3428,214.11164614,52.503536263,3.390725,0.268706,-1.3257,0.0861,0.1480887,2.767,0,45
846,1766.0239,1299.6644,214.14098496,52.493158092,16.55727,0.2919866,-3.0475,0.0192,0.1480887,5.718,0,23
847,3554.9995,1218.7858,214.26640795,52.410139137,2.599726,0.2677989,-1.0373,0.1119,0.1480887,2.551,0,55
848,2824.8037,1223.4631,214.21320849,52.442771591,3.099456,0.2689636,-1.2282,0.0942,0.1480887,3.824,0,57
849,1609.6168,1235.5835,214.12481517,52.497219733,6.300508,0.27442,-1.9984,0.0473,0.1480887,2.776,0,44
850,1779.3489,1295.5369,214.14166417,52.492382203,36.42373,0.3230911,-3.9035,0.0096,0.1480887,3.108,0,42
851,4512.8711,1223.8558,214.33689165,52.367796813,2.805387,0.267385,-1.12,0.1035,0.1480887,3.367,0,41
852,4766.0957,1229.3119,214.35580194,52.356780099,3.423204,0.2679801,-1.3361,0.085,0.1480887,1.737,0,32
853,4556.2266,1246.8795,214.34173868,52.366898348,6.965528,0.2750831,-2.1074,0.0429,0.1480887,3.754,0,47
854,1260.2638,1232.109,214.09885581,52.512548613,5.806927,0.2720025,-1.9099,0.0509,0.1480887,1.717,0,29
855,4339.5747,1241.0022,214.32546535,52.376268133,10.54414,0.2818208,-2.5575,0.029,0.1480887,2.396,0,43
856,1389.6652,1231.7615,214.10835431,52.506798115,3.516225,0.2691932,-1.3652,0.0831,0.1480887,1.956,0,32
857,2215.762,1241.0121,214.16976939,52.470582978,8.98343,0.2791218,-2.3836,0.0337,0.1480887,2.558,0,47
858,2648.1072,1233.1481,214.200946,52.451047693,2.77938,0.266022,-1.1099,0.1039,0.1480887,2.302,0,119
859,1730.4937,1238.8749,214.13394509,52.492008249,4.29458,0.2700728,-1.5823,0.0683,0.1480887,2.825,0,72
860,3526.918,1252.5997,214.26681287,52.412899738,7.469412,0.2764783,-2.1832,0.0402,0.1480887,3.987,0,21
861,3510.3179,1280.074,214.26759741,52.414866622,26.21877,0.3067037,-3.5465,0.0127,0.1480887,6.775,0,49
862,954.1812,1240.9437,214.0769619,52.526507184,3.57651,0.2698225,-1.3836,0.0819,0.1480887,3.071,0,44
863,3645.2944,1260.8336,214.2760853,52.408009577,9.512793,0.279036,-2.4458,0.0319,0.1480887,2.917,0,44
864,4041.4526,1264.9768,214.30539627,52.390591786,22.94344,0.3024091,-3.4016,0.0143,0.1480887,2.434,0,33
865,3309.3481,1247.8739,214.25052317,52.422351565,2.949138,0.2679077,-1.1742,0.0987,0.1480887,1.685,0,24
866,3165.6262,1253.7712,214.24041555,52.428997784,4.050543,0.2704139,-1.5188,0.0725,0.1480887,1.994,0,22
867,2207.7163,1287.0138,214.17252844,52.473001234,19.49292,0.2965866,-3.2247,0.0165,0.1480887,4.392,0,24
868,2100.7803,1267.9747,214.16328461,52.476891595,16.35694,0.2914129,-3.0343,0.0193,0.1480887,2.534,0,47
869,1962.6421,1292.5923,214.15492509,52.484121785,8.139808,0.2776519,-2.2765,0.037,0.1480887,2.732,0,39
870,3325.6682,1267.6523,214.25315991,52.422512076,4.636155,0.2709447,-1.6654,0.0635,0.1480887,4.445,0,67
871,1404.4915,1262.7753,214.11170387,52.507531873,4.637811,0.2706886,-1.6658,0.0634,0.1480887,2.384,0,59
872,1647.7009,1258.4863,214.12928427,52.496558238,3.191614,0.2670355,-1.26,0.0909,0.1480887,3.568,0,51
873,556.3013,1257.1639,214.04882591,52.544858574,3.005079,0.2669595,-1.1946,0.0965,0.1480887,1.974,0,60
874,4133.1196,1272.8082,214.31267577,52.386867818,24.89791,0.305298,-3.4904,0.0133,0.1480887,1.939,0,52
875,3728.3828,1260.6436,214.28215763,52.404309665,3.779728,0.2694072,-1.4437,0.0774,0.1480887,2.137,0,28
876,1545.5726,1264.0369,214.12217606,52.501334724,2.700358,0.2674569,-1.0786,0.1076,0.1480887,2.206,0,55
877,4508.5474,1267.5809,214.3397598,52.36994389,5.92568,0.2740129,-1.9318,0.0502,0.1480887,2.787,0,51
878,3550.1907,1264.9784,214.26941959,52.412419898,4.746814,0.2714015,-1.691,0.0621,0.1480887,2.667,0,37
879,4967.3096,1284.3694,214.37451546,52.350290585,19.92389,0.2968181,-3.2484,0.0162,0.1480887,3.08,0,54
880,634.4897,1272.6294,214.05571521,52.542089998,4.447,0.2703465,-1.6202,0.066,0.1480887,2.626,0,34
881,3497.3318,1293.929,214.26765492,52.416063486,10.06865,0.2797498,-2.5074,0.0302,0.1480887,5.009,1,36
882,130.0409,1450.4327,214.03146841,52.572409022,32764.21,5.643849,-11.2885,0.0002,0.1480887,2.273,4,58
883,4195.6357,1273.5895,214.31730753,52.384123947,3.32199,0.2691039,-1.3035,0.088,0.1480887,2.701,0,47
884,2059.6509,1277.4537,214.16095245,52.479140716,3.076382,0.2689219,-1.2201,0.0949,0.1480887,2.571,0,33
885,2650.8306,1283.6438,214.20482334,52.453188555,6.112335,0.2740872,-1.9655,0.0487,0.1480887,3.009,0,26
886,2131.6152,1285.2465,214.16680829,52.476297867,5.943474,0.2735317,-1.9351,0.05,0.1480887,2.667,0,34
887,2307.1626,1283.0269,214.1795435,52.468410777,5.514576,0.2725127,-1.8538,0.0537,0.1480887,1.788,0,28
888,414.9869,1280.2067,214.04008578,52.552150595,2.636783,0.2676039,-1.0527,0.1102,0.1480887,2.306,0,44
889,3246.9561,1290.598,214.24906077,52.427034774,9.513545,0.2800415,-2.4459,0.032,0.1480887,2.447,0,28
890,3644.126,1328.915,214.28095826,52.411107741,87.11925,0.3915172,-4.8503,0.0049,0.1480887,3.941,0,17
891,1227.5752,1313.9165,214.10240732,52.517666632,8.556602,0.2778744,-2.3308,0.0353,0.1480887,4.726,0,52
892,1797.803,1288.451,214.14250504,52.491246251,3.216606,0.2689139,-1.2685,0.0908,0.1480887,3.337,0,22
893,2284.7878,1307.4932,214.17968188,52.470499662,7.378029,0.275555,-2.1699,0.0406,0.1480887,6.01,0,44
894,703.7131,1286.0017,214.06179058,52.539624173,2.699263,0.2679792,-1.0781,0.1078,0.1480887,1.758,0,42
895,1715.8961,1290.2754,214.13661487,52.494959884,2.97465,0.2676918,-1.1836,0.0977,0.1480887,3.111,0,39
896,4909.1445,1291.1554,214.37075989,52.353181295,2.749713,0.2680705,-1.0982,0.1059,0.1480887,2.955,0,34
897,3696.769,1288.5857,214.28187709,52.406964431,2.53221,0.2671518,-1.0087,0.1146,0.1480887,1.815,0,50
898,4459.2036,1291.5991,214.3379005,52.373211699,2.370548,0.2663316,-0.9371,0.122,0.1480887,1.799,0,35
899,3578.2085,1308.496,214.27464186,52.413122592,9.302264,0.2786698,-2.4215,0.0325,0.1480887,2.823,0,30
900,2020.6575,1296.9009,214.15950304,52.48174178,2.67794,0.265837,-1.0695,0.1078,0.1480887,1.971,0,42
901,4580.5386,1308.3098,214.34799041,52.368563369,6.426171,0.2731045,-2.0199,0.0462,0.1480887,2.993,0,27
902,67.0774,1299.9755,214.01586369,52.568440708,4.208212,0.2704372,-1.5602,0.0698,0.1480887,1.807,0,40
903,1621.3896,1308.5216,214.13099299,52.499968108,12.36372,0.2846889,-2.7304,0.025,0.1480887,1.895,0,26
904,4633.3237,1353.22,214.35512094,52.368223353,697.2929,0.8634133,-7.1085,0.0013,0.1480887,1.926,0,33
905,3453.6448,1323.5544,214.26661127,52.419329851,21.01308,0.2990624,-3.3062,0.0155,0.1480887,2.366,0,28
906,4347.1885,1311.1432,214.33113076,52.379065883,5.112857,0.2725703,-1.7717,0.0579,0.1480887,2.464,0,38
907,1993.7761,1311.9547,214.15862373,52.483608736,6.607719,0.2749624,-2.0501,0.0452,0.1480887,2.706,0,50
908,2218.0264,1339.5593,214.17711301,52.474898305,246.7585,0.5554902,-5.9807,0.0024,0.1480887,1.951,0,38
909,350.287,1311.158,214.03756899,52.556404856,3.95494,0.2692016,-1.4928,0.0739,0.1480887,1.737,0,16
910,657.5386,1318.8892,214.06078295,52.543145264,16.27012,0.2900612,-3.0285,0.0194,0.1480887,1.829,0,49
911,4352.3115,1361.0422,214.33514015,52.38106912,18.96706,0.2947747,-3.195,0.0169,0.1480887,4.81,0,54
912,1689.8213,1317.2573,214.13666239,52.497325658,3.601722,0.2696077,-1.3913,0.0813,0.1480887,3.746,0,42
913,2009.8583,1323.5302,214.16064883,52.483414214,5.966863,0.2733166,-1.9394,0.0497,0.1480887,3.349,0,30
914,4334.4766,1315.3824,214.33050961,52.379820592,3.334851,0.2686051,-1.3077,0.0875,0.1480887,3.542,0,65
915,4775.9351,1318.9469,214.36304927,52.360348653,4.222738,0.2704633,-1.564,0.0696,0.1480887,2.88,0,40
916,3159.3635,1315.9087,214.24448187,52.432057543,3.071631,0.2676054,-1.2184,0.0946,0.1480887,2.604,0,43
917,1951.8024,1324.2996,214.15643765,52.48602365,6.927808,0.2745058,-2.1015,0.043,0.1480887,2.462,0,43
918,3713.4231,1324.6865,214.28572636,52.407839667,2.958623,0.2679248,-1.1777,0.0983,0.1480887,2.79,0,43
919,3769.7046,1338.2156,214.29083392,52.405944165,5.800839,0.2727646,-1.9087,0.0511,0.1480887,4.62,0,49
