NUMBER,X_IMAGE,Y_IMAGE,X_WORLD,Y_WORLD,FLUX_APER,FLUXERR_APER,MAG_APER,MAGERR_APER,THRESHOLD,FLUX_RADIUS,FLAGS,NITER_MODEL
484,677.3938,712.9229,214.01813979,52.515063662,1794.491,1.345307,-8.1349,0.0008,0.1480887,1.989,0,37
485,4551.0732,644.5834,214.2975254,52.340193538,4.114439,0.2702689,-1.5358,0.0713,0.1480887,2.514,0,43
486,4694.5171,641.9973,214.30782463,52.333702955,3.198158,0.2688806,-1.2622,0.0913,0.1480887,2.568,0,29
487,3041.5964,648.9231,214.18729798,52.407415674,5.66402,0.2730358,-1.8828,0.0524,0.1480887,1.855,0,33
488,730.7297,659.9631,214.01821793,52.510324604,12.14374,0.2843138,-2.7109,0.0254,0.1480887,3.112,0,31
489,2339.3994,648.2153,214.13570809,52.438529723,2.665364,0.2679178,-1.0644,0.1092,0.1480887,3.059,2,36
490,3688.1064,646.6927,214.23452259,52.378620254,3.142712,0.2674719,-1.2433,0.0924,0.1480887,2.724,0,58
491,4331.5322,656.5598,214.28233986,52.350484385,5.977214,0.2735915,-1.9412,0.0497,0.1480887,2.534,0,36
492,4317.3643,650.869,214.28088946,52.350859237,2.925311,0.2681264,-1.1654,0.0995,0.1480887,2.333,0,30
493,1145.0662,659.1582,214.0486774,52.49194363,6.772904,0.2749986,-2.0769,0.0441,0.1480887,2.627,0,26
494,2063.3352,652.8989,214.11576681,52.450978366,2.948771,0.2665941,-1.1741,0.0982,0.1480887,2.576,0,48
495,3328.209,657.6055,214.20894478,52.395085475,3.216409,0.2683911,-1.2684,0.0906,0.1480887,1.853,0,37
496,4542.5532,682.3843,214.29965207,52.342263053,27.10553,0.3087854,-3.5826,0.0124,0.1480887,2.852,0,26
497,4625.6377,662.7025,214.30429523,52.337690309,3.121425,0.2671708,-1.2359,0.093,0.1480887,2.903,0,54
498,4022.8616,694.8811,214.26253997,52.36591132,11.81863,0.2825194,-2.6814,0.026,0.1480887,4.895,0,47
499,2817.9985,663.7123,214.17197044,52.417998436,3.107597,0.2687172,-1.2311,0.0939,0.1480887,2.314,0,39
500,2407.8413,692.4348,214.14395113,52.437477247,188.5983,0.5021448,-5.6888,0.0029,0.1480887,1.925,0,31
501,458.3606,682.2173,213.99976135,52.523379081,9.800334,0.280037,-2.4781,0.031,0.1480887,3.501,1,40
502,4540.5508,667.6813,214.29843611,52.341694359,4.134732,0.2692649,-1.5411,0.0707,0.1480887,2.476,0,33
503,4046.1841,667.9432,214.26228758,52.363669828,2.880813,0.268569,-1.1488,0.1012,0.1480887,2.275,0,52
504,1314.5385,691.2042,214.06348354,52.485876066,93.01593,0.3994589,-4.9214,0.0047,0.1480887,1.892,0,59
505,4941.6743,672.9556,214.32813929,52.324100966,6.182327,0.2734421,-1.9779,0.048,0.1480887,2.122,0,32
506,2056.2791,667.8605,214.11633652,52.451962084,2.745554,0.2664875,-1.0966,0.1054,0.1480887,3.053,0,47
507,3678.1133,687.1152,214.23673094,52.38087369,10.32203,0.2801888,-2.5344,0.0295,0.1480887,3.387,0,24
508,4170.0669,687.2664,214.27275977,52.359031661,6.33617,0.2732016,-2.0046,0.0468,0.1480887,3.555,0,35
509,486.6045,725.1646,214.00496759,52.524058045,56.65082,0.3523493,-4.383,0.0068,0.1480887,4.954,0,41
510,4112.0649,676.3564,214.26772144,52.361120009,3.430841,0.2687784,-1.3385,0.0851,0.1480887,3.215,0,51
511,1667.875,720.1596,214.09158597,52.471521476,37.18282,0.3237955,-3.9259,0.0095,0.1480887,5.28,0,37
512,3308.978,682.7226,214.20936212,52.397063939,5.749609,0.2731878,-1.8991,0.0516,0.1480887,2.654,0,39
513,665.6612,682.6303,214.0150717,52.514222715,4.471725,0.2711683,-1.6262,0.0659,0.1480887,3.71,0,53
514,2320.489,674.996,214.13626711,52.440568813,2.353845,0.2673532,-0.9294,0.1233,0.1480887,1.618,0,37
515,3282.6284,678.6249,214.20713245,52.3980499,2.89543,0.268334,-1.1543,0.1006,0.1480887,2.2,0,47
516,1609.4673,705.2565,214.08620588,52.473440943,16.58595,0.2915533,-3.0494,0.0191,0.1480887,3.493,0,37
517,2317.0632,699.7963,214.13781947,52.441832536,7.501256,0.2767878,-2.1878,0.0401,0.1480887,4.028,0,45
518,3011.8379,685.6953,214.1877901,52.410383478,3.80384,0.2686682,-1.4506,0.0767,0.1480887,2.567,0,38
519,4972.2339,686.8658,214.3313839,52.323364305,3.306742,0.2688155,-1.2985,0.0883,0.1480887,2.547,0,25
520,3696.2788,695.3118,214.23865779,52.380434059,4.562378,0.2705534,-1.648,0.0644,0.1480887,3.17,0,27
521,3531.0127,690.2965,214.2261856,52.387547096,3.470843,0.2685894,-1.3511,0.084,0.1480887,3.567,0,54
522,257.9904,687.7308,213.98538687,52.532493068,2.61188,0.2675588,-1.0424,0.1112,0.1480887,2.21,0,48
523,938.3362,718.7972,214.03779193,52.503775018,31.22127,0.3156291,-3.7361,0.011,0.1480887,3.452,0,25
524,4378.0269,718.8224,214.29027018,52.351204137,71.42411,0.3719421,-4.6346,0.0057,0.1480887,1.894,0,21
525,3171.1865,701.1599,214.20060115,52.404005147,2.752539,0.2680756,-1.0993,0.1058,0.1480887,2.509,0,56
526,3784.4329,710.7326,214.24623607,52.377209937,5.851109,0.2733679,-1.9181,0.0507,0.1480887,2.915,0,59
527,3720.0664,709.2968,214.24141748,52.380003891,7.335836,0.2747154,-2.1636,0.0407,0.1480887,1.705,0,63
528,2863.4695,709.4114,214.17863105,52.418028865,3.631371,0.2694006,-1.4002,0.0806,0.1480887,1.811,0,60
529,1505.0288,706.5007,214.07861353,52.478123982,2.563622,0.266683,-1.0221,0.113,0.1480887,1.641,0,62
530,4626.1826,714.1877,214.30808032,52.339968866,3.262012,0.2687348,-1.2837,0.0895,0.1480887,2.145,0,65
531,3367.6499,725.0438,214.21674146,52.39635501,7.479228,0.2764955,-2.1846,0.0401,0.1480887,3.696,2,25
532,80.9685,721.3518,213.97477369,52.541835359,5.623,0.2732199,-1.8749,0.0528,0.1480887,2.447,0,33
533,214.9706,722.0577,213.98471068,52.535938593,4.218848,0.2707156,-1.563,0.0697,0.1480887,2.972,0,45
534,3372.9023,723.8609,214.21704039,52.396068892,6.258676,0.272292,-1.9912,0.0472,0.1480887,3.297,3,35
535,2355.2207,713.5825,214.14162495,52.440758616,2.631738,0.2675948,-1.0506,0.1104,0.1480887,1.465,0,34
536,4005.5413,721.7123,214.26322398,52.367881435,6.542702,0.2730546,-2.0394,0.0453,0.1480887,1.774,0,27
537,559.4651,719.4306,214.00992153,52.520575788,3.783484,0.2696744,-1.4447,0.0774,0.1480887,2.316,0,44
538,2798.55,731.5723,214.17547971,52.421901926,4.738593,0.2716452,-1.6891,0.0623,0.1480887,3.116,0,42
539,2125.0723,726.2706,214.12564065,52.451531665,4.956981,0.270742,-1.738,0.0593,0.1480887,2.573,0,32
540,334.6508,724.4133,213.99370887,52.530748849,3.144517,0.2687839,-1.2439,0.0928,0.1480887,2.084,0,34
541,2890.3289,730.4383,214.18213134,52.4177793,4.771722,0.271446,-1.6967,0.0618,0.1480887,2.66,0,68
542,4292.6519,758.2216,214.28689107,52.356760244,233.2309,0.54355,-5.9195,0.0025,0.1480887,1.916,0,44
543,4058.8003,728.3832,214.26760774,52.365814262,2.523476,0.2676608,-1.005,0.1152,0.1480887,2.21,0,28
544,4640.5601,734.5807,214.31061504,52.340241917,4.009916,0.2700813,-1.5078,0.0731,0.1480887,3.939,0,34
545,1753.9424,732.8606,214.09883939,52.468277242,3.987736,0.2700415,-1.5018,0.0735,0.1480887,1.784,0,44
546,916.9508,749.9885,214.03848577,52.506122155,5.501573,0.2730042,-1.8512,0.0539,0.1480887,3.979,0,30
547,2017.3206,763.4568,214.12042751,52.45797581,10.92727,0.280735,-2.5963,0.0279,0.1480887,5.409,0,43
548,4302.1201,737.6388,214.28608629,52.355418702,3.134968,0.2679822,-1.2406,0.0928,0.1480887,1.703,0,36
549,2519.3816,737.5371,214.15542248,52.434552358,3.457101,0.2693473,-1.3468,0.0846,0.1480887,2.622,0,47
550,2780.3892,762.903,214.17642639,52.424111442,112.3855,0.4214921,-5.1268,0.0041,0.1480887,1.93,0,32
551,4179.7241,794.1268,214.28124074,52.363384075,17.91229,0.2930339,-3.1329,0.0178,0.1480887,7.35,0,48
552,1288.4055,748.7027,214.06574279,52.48961389,3.939543,0.2691739,-1.4886,0.0742,0.1480887,2.959,0,36
553,4064.4958,749.8518,214.26958648,52.366521991,4.663182,0.2694349,-1.6717,0.0627,0.1480887,1.68,0,43
554,530.8195,748.5123,214.0099255,52.523149689,3.254914,0.2684607,-1.2813,0.0896,0.1480887,2.316,0,82
555,3810.7913,760.7645,214.25180621,52.378278924,5.81194,0.2735551,-1.9108,0.0511,0.1480887,2.605,0,51
556,340.3623,763.8118,213.99699613,52.532265809,16.42718,0.2917704,-3.0389,0.0193,0.1480887,2.732,0,25
557,3756.8196,756.1149,214.24751533,52.380467645,5.288571,0.2718522,-1.8083,0.0558,0.1480887,2.094,0,34
558,238.431,756.4271,213.98894132,52.536444543,4.910199,0.2719515,-1.7277,0.0601,0.1480887,2.293,0,37
559,1096.8975,758.168,214.05233301,52.498520795,4.903538,0.2706462,-1.7263,0.0599,0.1480887,2.758,0,29
560,3466.9949,768.4191,214.22717795,52.39388717,8.003792,0.2771611,-2.2582,0.0376,0.1480887,3.965,0,45
561,4436.2319,768.5515,214.29814537,52.350842287,5.252378,0.2725611,-1.8009,0.0564,0.1480887,3.212,0,50
562,1954.8988,775.0952,214.11668622,52.461264745,14.72312,0.2872185,-2.92,0.0212,0.1480887,3.729,0,30
563,658.5371,812.2247,214.02397427,52.520357276,32.04343,0.3168901,-3.7643,0.0107,0.1480887,4.867,0,37
564,2237.5071,763.7059,214.1366248,52.44822516,4.291247,0.2695467,-1.5815,0.0682,0.1480887,2.046,0,22
565,76.7299,760.9876,213.97734424,52.5438037,2.691726,0.2677035,-1.0751,0.108,0.1480887,2.217,0,43
566,3880.0359,794.8159,214.25935415,52.376727652,17.1596,0.292506,-3.0863,0.0185,0.1480887,4.298,0,23
567,4592.1582,769.9969,214.30965293,52.343977187,2.666464,0.2679198,-1.0648,0.1091,0.1480887,2.237,0,44
568,1371.7925,776.7108,214.07391745,52.487176809,6.874418,0.2751776,-2.0931,0.0435,0.1480887,3.374,0,83
569,944.4033,779.114,214.04262671,52.50621402,3.847891,0.2700502,-1.4631,0.0762,0.1480887,3.579,0,93
570,2155.7473,780.4055,214.13183294,52.452598897,4.197262,0.2706769,-1.5574,0.07,0.1480887,3.445,0,44
571,479.6124,780.9362,214.00850935,52.526872266,5.619103,0.2732129,-1.8742,0.0528,0.1480887,1.791,0,41
572,3227.3486,779.4028,214.21041121,52.405016975,4.274107,0.2708146,-1.5771,0.0688,0.1480887,1.685,0,31
573,2049.946,784.724,214.12437252,52.457483133,3.028386,0.267527,-1.203,0.0959,0.1480887,2.201,0,34
574,432.2004,803.1595,214.00663062,52.529968738,59.88239,0.3567701,-4.4432,0.0065,0.1480887,1.912,0,52
575,2399.8174,794.9748,214.15082163,52.4424294,7.100196,0.2753205,-2.1282,0.0421,0.1480887,2.519,0,22
576,4762.501,791.962,214.32370365,52.337387651,4.415126,0.2695092,-1.6124,0.0663,0.1480887,2.12,0,56
577,2384.2805,792.0324,214.14946652,52.442986543,6.532135,0.2743179,-2.0376,0.0456,0.1480887,1.769,0,50
578,3053.8469,789.2075,214.19840175,52.413156354,3.731611,0.2698412,-1.4297,0.0785,0.1480887,2.447,0,33
579,568.1116,809.9176,214.01714172,52.524256562,6.936225,0.2745207,-2.1028,0.043,0.1480887,3.036,0,26
580,4573.2197,828.8381,214.31254953,52.347450548,33.53548,0.3185053,-3.8138,0.0103,0.1480887,3.298,0,38
581,990.7086,807.5704,214.04810746,52.505440835,4.234681,0.2697052,-1.5671,0.0692,0.1480887,2.637,0,41
582,190.9829,813.7327,213.9896105,52.54111828,5.807371,0.273547,-1.9099,0.0512,0.1480887,5.058,16,23
583,4169.9165,818.5804,214.28230231,52.364913931,7.551771,0.2761149,-2.1951,0.0397,0.1480887,2.861,0,49
584,2342.5884,808.2155,214.14758191,52.445560834,2.450136,0.2672654,-0.973,0.1185,0.1480887,1.909,0,60
585,4743.3931,809.8171,214.32360616,52.339035509,2.296873,0.2669871,-0.9028,0.1262,0.1480887,1.619,0,61
586,156.9951,818.5219,213.9874517,52.542837284,2.931454,0.2681375,-1.1677,0.0993,0.1480887,2.395,0,86
587,4553.5752,823.1345,214.31069811,52.348068611,5.02389,0.2721542,-1.7526,0.0588,0.1480887,3.622,0,39
588,2346.0066,819.7228,214.14867024,52.445925068,2.536402,0.2671594,-1.0105,0.1144,0.1480887,1.961,0,21
589,1165.5636,825.968,214.06232144,52.498522432,3.793841,0.2699531,-1.4477,0.0773,0.1480887,2.44,0,27
590,842.5098,822.0623,214.03824574,52.512653781,2.850695,0.2666788,-1.1374,0.1016,0.1480887,1.99,0,94
591,1294.8177,887.6608,214.07632517,52.49556511,87.80176,0.3928981,-4.8588,0.0049,0.1480887,6.713,0,24
592,1367.9092,832.811,214.07771336,52.489865993,12.10201,0.2842426,-2.7071,0.0255,0.1480887,1.991,0,31
593,1947.8973,828.2423,214.12003844,52.463958357,3.965626,0.2689601,-1.4958,0.0737,0.1480887,1.91,0,56
594,658.9831,833.025,214.02552052,52.521271463,13.08792,0.2856745,-2.7922,0.0237,0.1480887,2.115,0,41
595,1700.6913,825.0005,214.10162691,52.474769972,2.721818,0.267758,-1.0871,0.1068,0.1480887,2.13,0,75
596,1356.5226,833.1356,214.076899,52.49038501,7.156372,0.2743984,-2.1367,0.0416,0.1480887,2.397,0,29
597,3969.0117,827.4992,214.26824654,52.374238205,2.515782,0.266596,-1.0017,0.1151,0.1480887,1.853,0,35
598,3785.2061,862.1051,214.25730626,52.383951095,193.49,0.5062937,-5.7166,0.0028,0.1480887,1.924,0,38
599,1205.5135,833.4362,214.0658059,52.49708802,3.595145,0.2690747,-1.3893,0.0813,0.1480887,2.01,0,32
600,4876.229,849.438,214.33619729,52.334901356,63.95758,0.3622681,-4.5147,0.0062,0.1480887,1.894,0,58
601,1754.2871,836.6807,214.10641813,52.472918523,2.804138,0.2671201,-1.1195,0.1035,0.1480887,2.014,0,58
602,1835.1184,838.5453,214.11249723,52.469419504,3.3868,0.2673898,-1.3245,0.0857,0.1480887,1.995,0,57
603,4522.147,836.8603,214.30939873,52.350079357,2.720894,0.2680183,-1.0868,0.107,0.1480887,1.612,0,48
604,2463.1787,885.4908,214.16206086,52.443676072,498.7978,0.7434016,-6.7448,0.0016,0.1480887,1.953,0,30
605,1422.1329,846.7047,214.0827145,52.488086997,4.910526,0.2706588,-1.7278,0.0599,0.1480887,2.176,0,57
606,2727.9385,846.7176,214.1786755,52.430193812,6.654998,0.2735107,-2.0579,0.0446,0.1480887,2.818,0,40
607,4482.8232,868.9908,214.30886114,52.353264165,29.29359,0.3122036,-3.6669,0.0116,0.1480887,5.431,0,42
608,1686.2814,844.972,214.10202032,52.47630436,6.416578,0.2741135,-2.0183,0.0464,0.1480887,2.712,0,58
609,2702.3889,849.5475,214.17700626,52.431454114,11.09804,0.2827725,-2.6131,0.0277,0.1480887,1.85,0,40
610,4788.6782,883.1708,214.33225382,52.340302156,37.921,0.3253311,-3.9472,0.0093,0.1480887,4.557,2,48
611,2315.772,843.3795,214.14817086,52.448326249,2.430362,0.2669668,-0.9642,0.1193,0.1480887,2.484,0,72
612,4773.4292,854.5983,214.32906006,52.339702585,3.915616,0.2696518,-1.482,0.0748,0.1480887,4.084,0,27
613,843.9528,862.8743,214.04132158,52.514421974,24.35142,0.3039672,-3.4663,0.0136,0.1480887,1.968,0,40
614,2653.4614,851.4777,214.17355553,52.433711186,3.709975,0.2682372,-1.4234,0.0785,0.1480887,2.446,0,64
615,575.0025,878.3617,214.02262972,52.527024867,29.79409,0.3132043,-3.6853,0.0114,0.1480887,5.96,16,32
616,1345.1036,878.4642,214.07935694,52.492924677,36.19493,0.3214402,-3.8966,0.0096,0.1480887,4.071,0,33
617,3490.4885,856.9526,214.2353414,52.396808024,4.185062,0.268834,-1.5543,0.0698,0.1480887,2.072,0,13
618,4798.8267,894.1826,214.33379692,52.340343281,23.21557,0.3026134,-3.4144,0.0142,0.1480887,4.872,3,23
619,4535.0991,854.8605,214.31165568,52.350308731,2.888911,0.2662217,-1.1518,0.1001,0.1480887,2.331,0,57
620,3247.2644,860.8133,214.21779496,52.407778831,3.440694,0.2693178,-1.3416,0.085,0.1480887,4.454,0,66
621,2519.0166,860.49,214.16434151,52.440078927,2.708077,0.2674709,-1.0817,0.1073,0.1480887,1.805,0,62
622,25.8576,858.8792,213.9807126,52.550452429,2.84989,0.2664141,-1.1371,0.1015,0.1480887,2.212,0,82
623,4920.4912,870.3051,214.34095006,52.333866182,3.160486,0.2675042,-1.2494,0.0919,0.1480887,5.258,0,74
624,597.9651,863.5072,214.02324136,52.525341356,2.611933,0.2667709,-1.0424,0.1109,0.1480887,1.877,0,28
625,3578.8086,870.4812,214.2427972,52.393492034,3.384906,0.2689565,-1.3239,0.0863,0.1480887,1.944,0,96
626,2493.0205,868.9977,214.16305188,52.441613284,3.218909,0.2689181,-1.2693,0.0907,0.1480887,2.412,0,40
627,1766.1086,874.2279,214.11001956,52.47407852,2.849869,0.2672031,-1.1371,0.1018,0.1480887,2.875,0,62
628,4460.0444,880.9437,214.30806505,52.354811192,3.402693,0.2692493,-1.3296,0.0859,0.1480887,1.629,0,57
629,3231.334,902.9072,214.21969026,52.410370986,11.44937,0.2821335,-2.647,0.0268,0.1480887,3.449,0,46
630,3985.0603,884.3809,214.27356058,52.376070676,3.458462,0.2693498,-1.3472,0.0846,0.1480887,2.756,0,32
631,1852.7286,883.2816,214.11704725,52.470645102,2.692487,0.2666543,-1.0754,0.1076,0.1480887,2.536,0,171
632,1912.0386,883.9525,214.12145629,52.468046068,3.38785,0.2687008,-1.3248,0.0861,0.1480887,2.279,0,60
633,4384.6162,889.9516,214.30320375,52.358566386,9.331519,0.279726,-2.4249,0.0326,0.1480887,1.712,0,73
634,3602.3772,886.2224,214.24566944,52.3931501,2.374236,0.2668648,-0.9388,0.1221,0.1480887,2.131,0,67
635,3643.0449,966.7776,214.25451138,52.394949845,2224.625,1.492399,-8.3681,0.0007,0.1480887,1.96,0,18
636,1003.1989,960.502,214.06015585,52.511751537,81.50024,0.3843105,-4.7779,0.0051,0.1480887,5.547,0,47
637,2719.6536,894.8721,214.18157162,52.432718921,3.18514,0.2683346,-1.2578,0.0915,0.1480887,2.11,0,36
638,3457.1853,950.5516,214.23971259,52.402477108,81.69276,0.3851004,-4.7805,0.0051,0.1480887,5.212,2,40
639,1466.0609,919.814,214.09126682,52.489420432,4.978858,0.2723317,-1.7428,0.0594,0.1480887,4.195,0,36
640,3298.2141,914.249,214.22541874,52.40790987,16.84206,0.2924593,-3.066,0.0189,0.1480887,2.773,0,43
641,3267.635,955.4545,214.22617594,52.411112454,45.85431,0.3371596,-4.1535,0.008,0.1480887,5.49,0,33
642,4071.1433,900.3943,214.2810271,52.372962844,3.832816,0.2700231,-1.4588,0.0765,0.1480887,2.343,0,40
643,1463.8756,904.9608,214.09002512,52.488850959,3.2994,0.2682796,-1.2961,0.0883,0.1480887,2.685,0,27
644,2641.113,916.2781,214.17736472,52.437162544,5.111185,0.2715355,-1.7713,0.0577,0.1480887,3.654,0,33
645,4087.7996,1008.4292,214.29010931,52.37705623,3908.722,1.964861,-8.9801,0.0005,0.1480887,1.978,0,41
646,4234.2339,902.4175,214.29310937,52.365806878,2.423233,0.2669538,-0.961,0.1196,0.1480887,2.69,0,23
647,4162.9688,912.2754,214.28861209,52.369414508,7.286603,0.2759032,-2.1563,0.0411,0.1480887,1.871,0,27
648,1059.8595,912.4365,214.06083044,52.507084832,8.431859,0.2781616,-2.3148,0.0358,0.1480887,2.406,0,30
649,2759.0132,916.1603,214.18600942,52.431926361,11.50412,0.2834682,-2.6521,0.0268,0.1480887,2.369,0,46
650,3527.2527,913.4781,214.2421488,52.397706169,3.265089,0.2679558,-1.2847,0.0891,0.1480887,2.463,0,59
651,4445.479,920.9804,214.3099135,52.357249211,6.656988,0.2747941,-2.0582,0.0448,0.1480887,2.705,0,36
652,3362.7214,911.9902,214.22998285,52.404944889,2.549066,0.2674449,-1.016,0.1139,0.1480887,2.144,0,35
653,4156.8223,921.6539,214.28884482,52.370107195,8.283265,0.2779024,-2.2955,0.0364,0.1480887,2.321,0,28
654,1162.0043,930.0745,214.06963495,52.503351841,18.0344,0.2939531,-3.1403,0.0177,0.1480887,2.696,0,40
655,2455.8354,944.6459,214.16582667,52.446652802,44.92943,0.3360353,-4.1313,0.0081,0.1480887,3.347,0,30
656,3548.1194,954.0206,214.24662839,52.398594443,12.98133,0.2857392,-2.7833,0.0239,0.1480887,6.178,0,34
657,3292.1013,921.1859,214.22547547,52.408491862,4.189709,0.2696243,-1.5555,0.0699,0.1480887,2.926,0,38
658,4097.3462,928.691,214.28500426,52.37306469,8.983947,0.277104,-2.3837,0.0335,0.1480887,2.342,0,31
659,3674.2866,922.1477,214.25355172,52.391564741,4.463952,0.2693367,-1.6243,0.0655,0.1480887,2.053,0,36
660,1810.1335,919.1391,214.11652495,52.474141197,2.848893,0.2677261,-1.1367,0.1021,0.1480887,3.182,0,50
661,1152.2739,924.8281,214.06853677,52.50354745,4.695144,0.2713091,-1.6791,0.0628,0.1480887,3.124,0,36
662,4531.5063,942.8955,214.31779976,52.354405483,12.63813,0.2841699,-2.7542,0.0244,0.1480887,3.141,0,30
663,4593.665,930.3788,214.3214338,52.351082669,4.322899,0.270902,-1.5894,0.0681,0.1480887,1.806,0,34
664,2757.4944,948.7026,214.18826633,52.433451652,19.37868,0.2954512,-3.2183,0.0166,0.1480887,3.601,0,37
665,2021.8728,939.6757,214.13358467,52.465675162,3.582813,0.2682689,-1.3856,0.0813,0.1480887,2.7,0,76
666,165.8135,931.4209,213.99631729,52.547518515,2.50483,0.2673647,-0.9969,0.1159,0.1480887,1.934,0,72
667,1810.7919,932.3876,214.11753752,52.474706126,2.647177,0.2676228,-1.057,0.1098,0.1480887,2.4,0,24
668,3818.0115,949.0997,214.26603977,52.386387379,10.30402,0.280408,-2.5325,0.0296,0.1480887,2.296,0,42
669,2581.2058,941.7769,214.17482277,52.440962783,4.019442,0.2700984,-1.5104,0.073,0.1480887,1.544,0,22
670,1151.3654,951.599,214.07041817,52.504788976,30.76723,0.3147077,-3.7202,0.0111,0.1480887,1.91,0,34
671,2809.321,945.7269,214.19185293,52.431018668,4.64787,0.2701876,-1.6681,0.0631,0.1480887,1.749,0,37
672,501.8174,973.9653,214.02419226,52.534557376,7.129184,0.2753716,-2.1326,0.0419,0.1480887,4.436,2,33
673,4719.0757,976.6068,214.33396673,52.347574279,30.81524,0.3147817,-3.7219,0.0111,0.1480887,4.999,3,25
674,3403.8743,950.3796,214.23579307,52.404836516,3.533264,0.2692239,-1.3704,0.0827,0.1480887,2.236,0,49
675,4825.9448,954.1501,214.34014318,52.34181856,4.907412,0.2719465,-1.7271,0.0602,0.1480887,2.004,0,34
676,4356.9639,953.9518,214.30583887,52.362657949,5.064572,0.2722267,-1.7614,0.0584,0.1480887,2.53,0,80
677,3467.9563,964.0334,214.24148314,52.402602383,13.67203,0.287398,-2.8396,0.0228,0.1480887,3.385,3,13
678,361.3465,1114.1313,214.02403795,52.547069437,15278.54,3.858794,-10.4602,0.0003,0.1480887,2.054,0,39
679,2827.4695,963.2342,214.19445883,52.430997617,4.390843,0.2707646,-1.6064,0.067,0.1480887,2.714,0,42
680,4529.1621,966.8618,214.31937267,52.355581458,5.848612,0.2733635,-1.9176,0.0508,0.1480887,3.137,0,44
681,1979.6824,966.7605,214.13245498,52.468760074,7.281886,0.2753857,-2.1556,0.0411,0.1480887,2.786,0,55
682,2971.1584,977.1598,214.20601421,52.425244635,57.73938,0.3536463,-4.4037,0.0067,0.1480887,1.967,0,25
683,2612.8005,984.2508,214.18023353,52.441464185,11.15862,0.2828764,-2.619,0.0275,0.1480887,4.693,0,44
684,3471.5227,1048.1823,214.24786969,52.406210928,58.59778,0.3548217,-4.4197,0.0066,0.1480887,11.134,0,49
685,2780.2876,972.2476,214.19165266,52.43349505,3.915253,0.2686081,-1.4819,0.0745,0.1480887,4.069,0,38
686,1931.6469,965.2638,214.12881519,52.470822654,3.856648,0.2698059,-1.4655,0.076,0.1480887,2.075,0,24
687,496.5682,970.1381,214.02352675,52.534617905,3.749048,0.2698726,-1.4348,0.0782,0.1480887,3.056,3,30
688,1576.5294,974.3914,214.10336598,52.48697312,8.79727,0.2780419,-2.3609,0.0343,0.1480887,2.228,0,55
689,3807.1055,966.4961,214.26650726,52.387650343,3.425485,0.2679842,-1.3368,0.085,0.1480887,3.01,0,35
690,4719.2905,988.8429,214.3348731,52.348111781,23.28022,0.3017883,-3.4175,0.0141,0.1480887,3.829,3,34
691,2960.2546,973.9573,214.20498127,52.425585128,3.561619,0.2695355,-1.3791,0.0822,0.1480887,4.161,0,54
692,4662.0181,976.0974,214.32975869,52.350088263,9.313884,0.2789417,-2.4228,0.0325,0.1480887,3.168,0,34
693,4955.186,1165.8987,214.36500222,52.34553568,39311.2,6.180903,-11.4863,0.0002,0.1480887,2.712,4,124
694,899.0576,975.7395,214.05359444,52.517047794,5.43915,0.272636,-1.8388,0.0544,0.1480887,2.591,0,68
695,1113.691,974.6841,214.06932445,52.507493751,3.707214,0.2684937,-1.4226,0.0787,0.1480887,3.961,0,35
696,4262.9673,983.8232,214.30113656,52.368171476,11.21574,0.2824779,-2.6246,0.0274,0.1480887,3.633,0,20
697,974.6999,996.9285,214.06070814,52.514648567,27.22347,0.3080608,-3.5874,0.0123,0.1480887,5.096,0,43
698,1030.3081,1004.7746,214.06537458,52.512537584,292.629,0.5938402,-6.1658,0.0022,0.1480887,1.938,0,47
699,719.6203,1003.9592,214.04242833,52.526260704,22.00714,0.3006703,-3.3564,0.0148,0.1480887,5.083,0,36
700,106.248,983.6439,213.9957235,52.552500131,4.705801,0.2715867,-1.6816,0.0627,0.1480887,2.835,0,33
701,2406.5195,977.9783,214.16463118,52.450334061,2.551551,0.2674494,-1.017,0.1138,0.1480887,1.948,0,35
702,3793.0869,982.6295,214.26665495,52.388995027,2.688318,0.267435,-1.0737,0.108,0.1480887,2.068,0,45
703,3555.2251,994.8625,214.25012171,52.400107088,41.93285,0.3316818,-4.0564,0.0086,0.1480887,1.916,0,43
704,4630.9985,981.3002,214.32786961,52.351699966,2.588228,0.2667278,-1.0325,0.1119,0.1480887,1.993,0,34
705,2103.9722,1005.3843,214.14440057,52.46498052,8.648698,0.2782874,-2.3424,0.0349,0.1480887,4.991,0,27
706,4043.9517,1059.3966,214.29061011,52.3812847,1763.422,1.334111,-8.1159,0.0008,0.1480887,1.964,0,41
707,975.5571,1015.0087,214.06208727,52.515421998,15.11908,0.2895877,-2.9488,0.0208,0.1480887,4.053,0,45
708,2513.2688,1035.6174,214.1766653,52.448181459,584.8214,0.79782,-6.9176,0.0015,0.1480887,1.954,0,42
709,1335.4067,988.1993,214.08662937,52.498277489,2.540218,0.2669035,-1.0122,0.1141,0.1480887,2.408,0,35
710,4011.6208,994.1196,214.28349176,52.37980082,6.061577,0.2737411,-1.9565,0.049,0.1480887,2.407,0,37
711,1467.4133,995.0934,214.09684515,52.492737352,4.264897,0.2700196,-1.5748,0.0688,0.1480887,1.995,0,66
712,1126.0111,991.4885,214.07145464,52.507702039,2.68131,0.2676846,-1.0709,0.1084,0.1480887,1.998,0,48
