,_RAJ2000,_DEJ2000,RA_ICRS,DE_ICRS,mode,q_mode,class,SDSS12,m_SDSS!2,ObsDate,Q,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,zsp,zph,e_zph,<zph>
3133,220.11017,39.862452,220.11017,39.862452000000005,1,+,6,J144026.44+395144.8,*,2003.2317,3,23.289,0.406,20.479,0.021,19.105999999999998,0.011000000000000001,18.119,0.008,17.590999999999998,0.013999999999999999,,,,
3134,220.117413,39.870917,220.117413,39.870917,1,+,6,J144028.17+395215.2,,2003.2317,3,24.798000000000002,0.722,21.654,0.049,20.062,0.019,18.977999999999998,0.013000000000000001,18.295,0.021,,,,
3135,220.133007,39.859922,220.133007,39.859922,1,+,6,J144031.92+395135.7,,2003.2317,3,22.254,0.183,20.701999999999998,0.025,20.127,0.02,19.75,0.022000000000000002,19.595,0.054000000000000006,,,,
3138,220.113168,39.86733,220.11316800000003,39.867329999999995,1,+,6,J144027.16+395202.3,,2003.2317,3,24.521,0.746,23.223000000000003,0.18,22.029,0.09,21.38,0.084,20.87,0.16,,,,
3142,220.125904,39.866273,220.125904,39.866273,1,,6,J144030.21+395158.5,,2003.2317,3,22.909000000000002,0.33399999999999996,23.195,0.18600000000000003,24.182,0.488,23.308000000000003,0.436,22.636,0.503,,,,
3146,220.123551,39.840301,220.12355099999996,39.840301000000004,1,+,6,J144029.65+395025.0,,2003.2317,3,23.579,0.493,21.377,0.04,20.227999999999998,0.021,19.768,0.023,19.427,0.047,,,,
3149,220.122924,39.875183,220.122924,39.875183,1,,6,J144029.50+395230.6,,2003.2317,3,24.759,0.7440000000000001,26.153000000000002,0.322,22.834,0.174,24.886999999999997,0.535,23.144000000000002,0.444,,,,
3153,220.11587,39.853493,220.11587000000003,39.853493,1,+,6,J144027.80+395112.5,,2003.2317,3,23.986,0.626,23.684,0.255,23.276999999999997,0.24100000000000002,24.322,0.578,21.877,0.325,,,,
3154,220.122881,39.855113,220.122881,39.855113,1,+,6,J144029.49+395118.4,,2003.2317,3,23.82,0.611,23.776,0.282,22.708000000000002,0.163,22.674,0.259,21.732,0.321,,,,
3155,220.131086,39.851635,220.13108599999998,39.851634999999995,1,+,6,J144031.46+395105.8,,2003.2317,3,24.912,0.722,23.488000000000003,0.222,22.494,0.133,21.244,0.075,20.502,0.11900000000000001,,,,
3156,220.118322,39.842798,220.11832200000003,39.842797999999995,1,,6,J144028.39+395034.0,,2003.2317,3,23.765,0.634,24.033,0.366,23.351999999999997,0.297,22.101,0.17300000000000001,21.221,0.239,,,,
3157,220.162673,39.879774,220.162673,39.879774,1,,6,J144039.04+395247.1,,2003.2317,3,24.142,0.66,25.119,0.473,24.269000000000002,0.46,21.585,0.099,22.863000000000003,0.444,,,,
3158,220.156836,39.85415,220.156836,39.85415,1,+,6,J144037.64+395114.9,,2003.2317,3,22.291,0.187,22.535999999999998,0.099,22.061999999999998,0.09,21.851,0.122,21.563000000000002,0.267,,,,
3161,220.163994,39.844555,220.163994,39.844555,1,+,6,J144039.35+395040.3,,2003.2317,3,23.815,0.607,23.498,0.22899999999999998,22.961,0.201,23.101999999999997,0.36,22.739,0.489,,,,
3162,220.177425,39.863018,220.177425,39.863018,1,+,6,J144042.58+395146.8,*,2003.2317,3,23.444000000000003,0.456,21.878,0.057999999999999996,20.508000000000003,0.026000000000000002,19.627,0.021,19.131,0.038,,,,
3172,220.16691,39.851345,220.16691,39.851345,1,+,6,J144040.05+395104.8,,2003.2317,3,24.39,0.6990000000000001,22.943,0.138,21.309,0.048,20.52,0.04,20.047,0.079,,,,
3175,220.179319,39.867904,220.179319,39.867903999999996,1,+,6,J144043.03+395204.4,,2003.2317,3,24.289,0.721,24.455,0.43,22.947,0.19899999999999998,22.359,0.19699999999999998,22.416999999999998,0.46,,,,
3177,220.150242,39.86263,220.150242,39.862629999999996,1,+,6,J144036.05+395145.4,,2003.2317,3,24.921999999999997,0.688,24.024,0.316,23.075,0.205,20.941999999999997,0.055999999999999994,20.098,0.081,,,,
3179,220.155286,39.86414,220.155286,39.86414,1,,6,J144037.26+395150.9,,2003.2317,3,25.213,0.622,25.185,0.48200000000000004,22.872,0.17800000000000002,24.546,0.5870000000000001,22.962,0.456,,,,
3181,220.175691,39.85688,220.17569100000003,39.85688,1,,6,J144042.16+395124.7,,2003.2317,3,24.659000000000002,0.863,24.014,0.384,22.368000000000002,0.142,21.072,0.075,20.222,0.113,,,,
3185,220.188373,39.881564,220.18837299999998,39.881564000000004,1,,6,J144045.20+395253.6,,2003.2317,3,20.37,0.05,17.877,0.006,16.42,0.004,15.919,0.005,15.507,0.006,,,,
3186,220.201888,39.889524,220.201888,39.889524,1,+,6,J144048.45+395322.2,,2003.2317,3,24.677,0.732,21.756,0.053,20.162,0.021,18.934,0.013000000000000001,18.315,0.021,,,,
3187,220.185201,39.883226,220.18520099999998,39.883226,1,,6,J144044.44+395259.6,,2003.2317,3,24.954,0.6940000000000001,25.905,0.371,24.829,0.513,24.362,0.5820000000000001,22.733,0.45399999999999996,,,,
3189,220.186411,39.880412,220.186411,39.880412,1,+,6,J144044.73+395249.4,,2003.2317,3,24.08,0.665,21.230999999999998,0.036000000000000004,20.313,0.023,19.922,0.026000000000000002,19.653,0.057,,,,
3190,220.197447,39.889852,220.197447,39.889852000000005,1,,6,J144047.38+395323.4,,2003.2317,3,25.089000000000002,0.655,22.955,0.138,21.475,0.055,19.909000000000002,0.025,19.061,0.036000000000000004,,,,
3191,220.187083,39.896489,220.187083,39.896489,1,+,6,J144044.89+395347.3,,2003.2317,3,23.081999999999997,0.354,22.381,0.08800000000000001,21.94,0.08199999999999999,21.539,0.094,21.383000000000003,0.23199999999999998,,,,
3192,220.184184,39.895566,220.184184,39.895565999999995,1,,6,J144044.20+395344.0,,2003.2317,3,25.375999999999998,0.565,23.693,0.253,22.77,0.163,22.436999999999998,0.20199999999999999,21.962,0.344,,,,
3197,220.18501,39.871992,220.18501,39.871992,1,,6,J144044.40+395219.1,,2003.2317,3,23.871,0.575,24.833000000000002,0.465,23.96,0.39399999999999996,22.329,0.18100000000000002,22.287,0.40700000000000003,,,,
3198,220.186242,39.865114,220.186242,39.865114,1,,6,J144044.69+395154.4,,2003.2317,3,24.008000000000003,0.619,23.456999999999997,0.20800000000000002,23.114,0.213,23.147,0.34700000000000003,23.464000000000002,0.382,,,,
3200,220.206246,39.889915,220.206246,39.889915,1,+,6,J144049.49+395323.6,,2003.2317,3,24.974,0.701,22.511,0.1,21.111,0.043,20.363,0.037000000000000005,19.904,0.073,,,,
3201,220.196433,39.879092,220.196433,39.879092,1,,6,J144047.14+395244.7,,2003.2317,3,24.179000000000002,0.659,24.868000000000002,0.467,22.941,0.19699999999999998,24.287,0.589,23.339000000000002,0.414,,,,
3202,220.138019,39.884972,220.13801899999999,39.884972,1,,6,J144033.12+395305.9,*,2003.2317,3,16.099,0.006999999999999999,14.799000000000001,0.005,16.041,0.015,14.193,0.005,14.173,0.006999999999999999,,,,
3204,220.152716,39.883678,220.15271600000003,39.883678,1,+,6,J144036.65+395301.2,*,2003.2317,3,18.241,0.013000000000000001,16.62,0.004,15.936,0.004,15.667,0.004,15.572000000000001,0.006,,,,
3207,220.129226,39.89304,220.129226,39.89304,1,+,6,J144031.01+395334.9,*,2003.2317,3,24.101,0.6609999999999999,20.329,0.019,18.849,0.01,17.92,0.008,17.429000000000002,0.013000000000000001,,,,
3209,220.140623,39.905031,220.140623,39.905031,1,,6,J144033.74+395418.1,,2003.2317,3,19.781,0.031,19.480999999999998,0.012,19.51,0.013999999999999999,19.349,0.017,19.125,0.038,,,,
3210,220.147651,39.898665,220.14765099999997,39.898665,1,+,6,J144035.43+395355.1,,2003.2317,3,25.438000000000002,0.551,22.918000000000003,0.136,21.568,0.064,19.317,0.018000000000000002,18.349,0.022000000000000002,,,,
3211,220.155365,39.890042,220.155365,39.890042,1,,6,J144037.28+395324.1,,2003.2317,3,24.471,4.204,25.114,4.124,24.802,4.562,19.672,0.159,22.531999999999996,2.972,,,,
3213,220.135118,39.900357,220.135118,39.900357,1,,6,J144032.42+395401.2,,2003.2317,3,24.651999999999997,0.723,24.768,0.45799999999999996,24.808000000000003,0.503,24.362,0.595,23.016,0.441,,,,
3215,220.139606,39.886978,220.13960600000001,39.886978000000006,1,+,6,J144033.50+395313.1,,2003.2317,3,24.837,0.7190000000000001,21.753,0.055,20.25,0.022000000000000002,19.316,0.017,18.95,0.034,,,,
3216,220.156944,39.88486,220.15694399999998,39.884859999999996,1,,6,J144037.66+395305.4,,2003.2317,3,25.178,2.721,25.114,2.148,24.802,2.903,24.362,3.52,19.423,0.213,,,,
3217,220.141939,39.888072,220.141939,39.888071999999994,1,+,6,J144034.06+395317.0,,2003.2317,3,24.709,0.718,23.148000000000003,0.16399999999999998,21.068,0.04,19.535,0.02,18.921,0.033,,,,
3218,220.157104,39.886768,220.157104,39.886768,1,,6,J144037.70+395312.3,,2003.2317,3,24.904,0.711,25.114,0.643,24.802,0.748,24.362,0.943,20.325,0.11199999999999999,,,,
3219,220.156963,39.885743,220.156963,39.885743,1,,6,J144037.67+395308.6,,2003.2317,3,23.764,0.604,25.114,0.568,24.802,0.679,24.362,0.867,19.771,0.07200000000000001,,,,
3221,220.150069,39.891733,220.150069,39.891733,1,,6,J144036.01+395330.2,,2003.2317,3,25.296999999999997,0.603,25.061999999999998,0.47600000000000003,24.802,0.573,21.833000000000002,0.151,23.003,0.449,,,,
3222,220.149889,39.893598,220.149889,39.893598,1,,6,J144035.97+395336.9,,2003.2317,3,25.08,0.654,22.206,0.094,24.802,0.705,21.412,0.11900000000000001,20.673000000000002,0.139,,,,
3223,220.139343,39.904181,220.13934300000003,39.904181,1,+,6,J144033.44+395415.0,,2003.2317,3,23.854,0.596,23.154,0.168,21.96,0.083,21.177,0.07,20.77,0.145,,,,
3224,220.152068,39.880855,220.152068,39.880855,1,+,6,J144036.49+395251.0,,2003.2317,3,24.776,0.733,22.991999999999997,0.147,22.201,0.105,21.81,0.125,22.826999999999998,0.46299999999999997,,,,
3227,220.143625,39.884203,220.143625,39.884203,1,,6,J144034.46+395303.1,,2003.2317,3,24.719,0.7490000000000001,25.038,0.493,24.802,0.529,22.104,0.161,22.765,0.47,,,,
3229,220.14032,39.868583,220.14032000000003,39.868583,1,,6,J144033.67+395206.9,,2003.2317,3,23.824,0.6409999999999999,23.086,0.17300000000000001,23.189,0.253,22.008000000000003,0.157,21.997,0.401,,,,
3230,220.138966,39.869583,220.138966,39.869583,1,,6,J144033.35+395210.5,,2003.2317,3,24.103,0.695,23.743000000000002,0.27699999999999997,23.575,0.325,23.651,0.514,23.104,0.469,,,,
3231,220.143787,39.865348,220.143787,39.865348,1,,6,J144034.50+395155.2,,2003.2317,3,25.684,0.541,24.459,0.485,24.283,0.5429999999999999,22.804000000000002,0.317,21.983,0.43799999999999994,,,,
3235,220.171116,39.907581,220.171116,39.907581,1,,6,J144041.06+395427.2,,2003.2317,3,17.61,0.011000000000000001,15.822000000000001,0.004,16.13,0.013999999999999999,14.762,0.004,14.515,0.005,,,,
3238,220.165018,39.921288,220.165018,39.921288,1,+,6,J144039.60+395516.6,,2003.2317,3,24.933000000000003,0.708,23.143,0.16699999999999998,22.028000000000002,0.08800000000000001,20.511,0.040999999999999995,19.737000000000002,0.062,,,,
3239,220.162016,39.901923,220.16201600000002,39.901923,1,,6,J144038.88+395406.9,,2003.2317,3,24.518,0.762,22.973000000000003,0.16,24.802,0.5589999999999999,22.984,0.37,22.975,0.46799999999999997,,,,
3241,220.152326,39.903725,220.152326,39.903725,1,,6,J144036.55+395413.4,,2003.2317,3,24.084,0.6609999999999999,23.625,0.242,23.454,0.299,23.225,0.4,21.659000000000002,0.287,,,,
3243,220.17731,39.899734,220.17731,39.899734,1,+,6,J144042.55+395359.0,,2003.2317,3,24.592,0.7340000000000001,23.063000000000002,0.157,22.26,0.107,21.755,0.115,22.976999999999997,0.446,,,,
3244,220.145945,39.912337,220.145945,39.912337,1,,6,J144035.02+395444.4,,2003.2317,3,23.660999999999998,0.57,22.055,0.071,21.663,0.067,21.206,0.07400000000000001,21.217,0.22,,,,
3245,220.159069,39.908394,220.159069,39.908394,1,+,6,J144038.17+395430.2,,2003.2317,3,24.447,0.725,23.656999999999996,0.245,22.596,0.139,21.771,0.114,22.156999999999996,0.382,,,,
3246,220.168182,39.908311,220.16818199999997,39.908311,1,,6,J144040.36+395429.9,,2003.2317,3,25.248,0.637,24.381999999999998,0.423,24.554000000000002,0.521,21.844,0.129,21.322,0.23800000000000002,,,,
3248,220.158002,39.898359,220.158002,39.898359,1,,6,J144037.92+395354.0,,2003.2317,3,24.752,0.721,25.114,0.47,24.802,0.618,23.715999999999998,0.713,22.01,0.368,,,,
3249,220.165672,39.909119,220.16567200000003,39.909119,1,+,6,J144039.76+395432.8,,2003.2317,3,23.791999999999998,0.574,23.22,0.174,23.296999999999997,0.245,22.273000000000003,0.177,22.493000000000002,0.43200000000000005,,,,
3250,220.175596,39.915061,220.17559599999998,39.915061,1,,6,J144042.14+395454.2,,2003.2317,3,23.287,0.435,23.230999999999998,0.18600000000000003,23.165,0.24100000000000002,21.596,0.10400000000000001,21.695,0.315,,,,
3251,220.170269,39.913495,220.170269,39.913495000000005,1,+,6,J144040.86+395448.5,,2003.2317,3,25.221999999999998,0.616,23.839000000000002,0.28,22.693,0.15,21.761,0.11199999999999999,21.598000000000003,0.27,,,,
3253,220.172524,39.927092,220.172524,39.927092,1,+,6,J144041.40+395537.5,,2003.2317,3,21.965,0.142,22.061999999999998,0.067,22.037,0.087,21.767,0.114,21.779,0.31,,,,
3254,220.167551,39.931395,220.16755099999997,39.931395,1,,6,J144040.21+395553.0,,2003.2317,3,24.683000000000003,0.879,23.288,0.22,23.119,0.266,21.112,0.08,19.941,0.08900000000000001,,,,
3256,220.252137,39.841846,220.252137,39.841846000000004,1,+,6,J144100.51+395030.6,*,2003.2317,3,22.514,0.205,20.647,0.023,19.704,0.015,19.345,0.017,19.192,0.04,,,,
3257,220.239306,39.86691,220.239306,39.86691,1,+,6,J144057.43+395200.8,,2003.2317,3,25.111,0.608,22.851,0.127,21.518,0.057999999999999996,20.096,0.028999999999999998,19.375999999999998,0.047,,,,
3258,220.246403,39.873172,220.246403,39.873172,1,,6,J144059.13+395223.4,,2003.2317,3,24.611,0.7240000000000001,23.18,0.17600000000000002,23.195,0.249,23.436,0.451,23.406999999999996,0.441,,,,
3259,220.247808,39.865721,220.24780800000002,39.865721,1,,6,J144059.47+395156.5,,2003.2317,3,23.250999999999998,0.424,23.17,0.191,23.552,0.36200000000000004,23.011,0.369,22.558000000000003,0.547,,,,
3262,220.258662,39.874442,220.25866200000002,39.874441999999995,1,+,6,J144102.07+395227.9,,2003.2317,3,24.123,0.607,23.333000000000002,0.18600000000000003,22.845,0.174,22.936,0.29100000000000004,21.541,0.268,,,,
3264,220.251613,39.859122,220.251613,39.859122,1,+,6,J144100.38+395132.8,,2003.2317,3,24.994,0.616,22.885,0.13,21.758000000000003,0.071,20.868000000000002,0.052000000000000005,20.484,0.11599999999999999,,,,
3270,220.263889,39.860131,220.263889,39.860131,1,+,6,J144103.33+395136.4,,2003.2317,3,23.955,0.578,22.868000000000002,0.131,21.519000000000002,0.059000000000000004,20.028,0.027999999999999997,19.254,0.044000000000000004,,,,
3272,220.254943,39.876538,220.25494300000003,39.876538000000004,1,+,6,J144101.18+395235.5,*,2003.2317,3,25.075,0.7509999999999999,24.57,0.527,22.358,0.14400000000000002,21.325,0.094,20.697,0.174,,,,
3275,220.249763,39.847556,220.249763,39.847556,1,+,6,J144059.94+395051.2,,2003.2317,3,23.651,0.504,23.837,0.292,21.872,0.08199999999999999,20.951,0.059000000000000004,20.465999999999998,0.121,,,,
3276,220.252636,39.849191,220.252636,39.849191,1,+,6,J144100.63+395057.0,,2003.2317,3,24.831,0.7190000000000001,24.615,0.474,22.865,0.196,21.834,0.128,21.346999999999998,0.261,,,,
3279,220.270328,39.856938,220.27032799999998,39.856938,1,,6,J144104.87+395124.9,*,2003.2317,3,25.011,0.65,23.947,0.309,22.484,0.136,21.78,0.11699999999999999,21.434,0.285,,,,
3280,220.269177,39.856182,220.269177,39.856182000000004,1,,6,J144104.60+395122.2,,2003.2317,3,24.133000000000003,0.605,24.48,0.40700000000000003,24.048000000000002,0.42,22.189,0.157,22.230999999999998,0.41,,,,
3281,220.260083,39.859112,220.260083,39.859111999999996,1,,6,J144102.41+395132.8,,2003.2317,3,24.539,1.182,25.246,0.8240000000000001,22.954,0.33299999999999996,24.721,0.966,20.787,0.262,,,,
3283,220.26457,39.881958,220.26457000000002,39.881958000000004,1,+,6,J144103.49+395255.0,*,2003.2317,3,20.889,0.06,19.894000000000002,0.015,19.54,0.013999999999999999,19.391,0.017,19.477999999999998,0.051,,,,
3284,220.274236,39.88618,220.27423599999997,39.886179999999996,1,+,6,J144105.81+395310.2,*,2003.2317,3,22.828000000000003,0.261,20.491999999999997,0.021,19.0,0.01,17.371,0.006,16.494,0.008,,,,
3285,220.28099,39.904783,220.28099,39.904783,1,+,6,J144107.43+395417.2,*,2003.2317,3,21.934,0.131,21.022,0.03,20.609,0.028999999999999998,20.499000000000002,0.039,20.486,0.11699999999999999,,,,
3287,220.270126,39.900588,220.27012599999998,39.900588,1,+,6,J144104.83+395402.1,,2003.2317,3,24.193,0.621,22.299,0.078,22.385,0.11900000000000001,22.261999999999997,0.17,21.601999999999997,0.282,,,,
3288,220.261111,39.884705,220.261111,39.884705,1,,6,J144102.66+395304.9,,2003.2317,3,24.878,0.652,23.453000000000003,0.204,24.735,0.517,24.910999999999998,0.501,22.436999999999998,0.441,,,,
3293,220.263968,39.876107,220.263968,39.876107,1,,6,J144103.35+395233.9,,2003.2317,3,25.526999999999997,0.494,25.249000000000002,0.485,24.837,0.545,22.43,0.20600000000000002,22.935,0.493,,,,
3295,220.272329,39.874966,220.272329,39.874966,1,+,6,J144105.35+395229.8,,2003.2317,3,24.829,0.65,22.055,0.065,20.548000000000002,0.027000000000000003,19.569000000000003,0.019,19.135,0.039,,,,
3296,220.28465,39.891211,220.28465,39.891211,1,+,6,J144108.31+395328.3,,2003.2317,3,23.244,0.377,22.836,0.128,21.346999999999998,0.053,20.425,0.038,19.952,0.079,,,,
3297,220.273097,39.86728,220.273097,39.86728,1,+,6,J144105.54+395202.2,,2003.2317,3,24.366999999999997,0.66,22.109,0.069,21.049,0.04,20.764,0.048,20.514,0.12,,,,
3298,220.283729,39.884269,220.283729,39.884269,1,+,6,J144108.09+395303.3,,2003.2317,3,24.924,0.648,22.377,0.085,21.017,0.039,19.494,0.019,18.772000000000002,0.03,,,,
3306,220.275098,39.892381,220.27509799999999,39.892381,1,,6,J144106.02+395332.5,,2003.2317,3,24.928,0.696,24.945,0.49,23.484,0.313,22.34,0.19399999999999998,21.522,0.293,,,,
3307,220.21986,39.877171,220.21986,39.877171000000004,1,+,6,J144052.76+395237.8,*,2003.2317,3,21.719,0.11699999999999999,19.701,0.013000000000000001,18.873,0.01,18.542,0.01,18.385,0.023,,,,
3320,220.238809,39.872708,220.23880899999997,39.872708,1,+,6,J144057.31+395221.7,*,2003.2317,3,19.389,0.024,18.429000000000002,0.006999999999999999,18.133,0.006999999999999999,18.0,0.008,17.979,0.017,,,,
3321,220.232155,39.872388,220.23215499999998,39.872388,1,+,6,J144055.71+395220.5,*,2003.2317,3,22.653000000000002,0.23600000000000002,19.947,0.015,18.613,0.009000000000000001,17.427,0.006,16.804000000000002,0.009000000000000001,,,,
3322,220.231044,39.872817,220.231044,39.872817,1,+,6,J144055.45+395222.1,,2003.2317,3,21.875999999999998,0.128,21.061,0.032,21.119,0.045,21.62,0.107,21.108,0.20199999999999999,,,,
3324,220.235059,39.877237,220.23505899999998,39.877237,1,+,6,J144056.41+395238.0,*,2003.2317,3,25.558000000000003,0.556,24.006,0.361,22.204,0.11900000000000001,21.314,0.08900000000000001,20.761999999999997,0.172,,,,
3325,220.242149,39.878142,220.242149,39.878142,1,,6,J144058.11+395241.3,,2003.2317,3,24.62,0.667,24.573,0.423,23.721999999999998,0.342,21.87,0.121,21.408,0.243,,,,
3327,220.23958,39.914853,220.23958,39.914853,1,,6,J144057.49+395453.4,*,2003.2317,3,16.979,0.008,15.581,0.004,15.102,0.005,14.822000000000001,0.004,14.683,0.005,,,,
3328,220.244098,39.916665,220.244098,39.916665,1,,6,J144058.58+395459.9,,2003.2317,3,24.182,0.6970000000000001,24.75,0.488,24.078000000000003,0.46299999999999997,21.35,0.086,20.368,0.113,,,,
3330,220.24837,39.91228,220.24837000000002,39.912279999999996,1,+,6,J144059.60+395444.2,*,2003.2317,3,23.647,0.498,22.131999999999998,0.07,20.651,0.03,19.134,0.015,18.332,0.022000000000000002,,,,
3331,220.245788,39.901524,220.24578799999998,39.901524,1,+,6,J144058.98+395405.4,*,2003.2317,3,25.861,0.42700000000000005,23.075,0.163,21.633000000000003,0.068,21.052,0.066,21.003,0.193,,,,
3333,220.240494,39.909831,220.24049399999998,39.909831,1,,6,J144057.71+395435.3,,2003.2317,3,23.983,0.597,24.927,0.46299999999999997,23.84,0.36700000000000005,22.291999999999998,0.177,21.596999999999998,0.27399999999999997,,,,
3334,220.250333,39.893421,220.250333,39.893421000000004,1,+,6,J144100.07+395336.3,*,2003.2317,3,20.619,0.051,20.392,0.02,20.326,0.023,20.121,0.028999999999999998,20.172,0.09,,,,
3339,220.256809,39.898685,220.25680899999998,39.898685,1,,6,J144101.63+395355.2,,2003.2317,3,23.464000000000002,0.429,22.908,0.13,23.171,0.22699999999999998,22.368000000000002,0.18600000000000003,21.824,0.327,,,,
3342,220.252037,39.90742,220.252037,39.90742,1,+,6,J144100.48+395426.7,,2003.2317,3,24.396,0.812,24.191999999999997,0.428,22.464000000000002,0.157,23.308000000000003,0.488,22.491,0.5770000000000001,,,,
3346,220.292916,39.911357,220.29291600000002,39.911357,2,,6,J144110.29+395440.8,*,2003.226,3,19.579,0.03,18.403,0.006999999999999999,17.958,0.006,17.794,0.006999999999999999,17.707,0.016,,,,
