,_RAJ2000,_DEJ2000,RA_ICRS,DE_ICRS,mode,q_mode,class,SDSS12,m_SDSS!2,ObsDate,Q,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,zsp,zph,e_zph,<zph>
2737,220.365382,39.890714,220.36538199999998,39.890714,1,+,6,J144127.69+395326.5,,2003.226,3,22.717,0.327,22.665,0.133,22.541999999999998,0.185,21.529,0.114,21.177,0.26899999999999996,,,,
2741,220.362256,39.882091,220.362256,39.882090999999996,1,+,6,J144126.94+395255.5,*,2003.2317,3,22.319000000000003,0.174,19.826,0.013999999999999999,18.402,0.008,17.195,0.006,16.583,0.008,,,,
2742,220.357971,39.869811,220.357971,39.869811,1,+,6,J144125.91+395211.3,*,2003.2317,3,23.139,0.32799999999999996,20.642,0.023,19.457,0.013000000000000001,18.945,0.013000000000000001,18.73,0.028999999999999998,,,,
2744,220.376879,39.878343,220.376879,39.878343,1,+,6,J144130.45+395242.0,,2003.2317,3,20.789,0.057,20.398,0.02,20.447,0.026000000000000002,20.498,0.039,20.482,0.121,,,,
2745,220.346344,39.88447,220.346344,39.88447,1,+,6,J144123.12+395304.0,,2003.2317,3,24.16,0.62,23.424,0.195,22.226999999999997,0.106,20.866,0.052000000000000005,20.162,0.09,,,,
2750,220.352859,39.874941,220.352859,39.874941,1,+,6,J144124.68+395229.7,,2003.2317,3,24.468000000000004,0.647,23.831,0.263,22.43,0.125,21.531,0.09,20.881999999999998,0.163,,,,
2753,220.319128,39.90801,220.31912799999998,39.90801,1,+,6,J144116.59+395428.8,*,2003.226,3,19.737000000000002,0.033,17.285999999999998,0.005,16.218,0.004,15.831,0.004,15.635,0.006,,,,
2754,220.320546,39.910112,220.320546,39.910112,1,+,6,J144116.93+395436.4,,2003.226,3,24.511999999999997,0.893,22.369,0.1,21.851,0.096,21.673000000000002,0.121,21.701999999999998,0.373,,,,
2757,220.318463,39.873234,220.31846299999998,39.873234000000004,1,+,6,J144116.43+395223.6,*,2003.2317,3,17.805999999999997,0.01,16.44,0.004,15.958,0.004,15.747,0.004,15.665999999999999,0.006,,,,
2758,220.327468,39.886445,220.327468,39.886445,1,+,6,J144118.59+395311.2,,2003.2317,3,21.949,0.131,19.514,0.012,18.337,0.006999999999999999,17.840999999999998,0.006999999999999999,17.573,0.013999999999999999,,,,
2759,220.306593,39.891593,220.30659300000002,39.891593,1,+,6,J144113.58+395329.7,,2003.2317,3,21.701999999999998,0.109,21.555999999999997,0.044000000000000004,21.663,0.065,21.588,0.095,21.326999999999998,0.231,,,,
2768,220.32558,39.883485,220.32557999999997,39.883485,1,,6,J144118.13+395300.5,,2003.2317,3,23.177,0.344,23.505,0.209,23.754,0.355,24.651,0.546,22.872,0.47100000000000003,,,,
2772,220.32431,39.868782,220.32431,39.868782,1,+,6,J144117.83+395207.6,,2003.2317,3,23.002,0.297,22.732,0.11199999999999999,22.336,0.115,22.264,0.168,21.735,0.313,,,,
2775,220.311603,39.882272,220.311603,39.882272,1,,6,J144114.78+395256.1,,2003.2317,3,23.805999999999997,0.56,25.379,0.48200000000000004,23.171,0.249,22.32,0.193,22.584,0.508,,,,
2777,220.327301,39.880986,220.32730099999998,39.880986,1,,6,J144118.55+395251.5,,2003.2317,3,23.891,0.55,24.141,0.33799999999999997,24.151,0.46299999999999997,22.191999999999997,0.165,21.478,0.271,,,,
2778,220.34399,39.893366,220.34399,39.893366,2,,6,J144122.55+395336.1,*,2003.226,3,20.408,0.053,18.113,0.006,17.148,0.005,16.804000000000002,0.005,16.62,0.009000000000000001,,,,
2780,220.34207,39.924972,220.34207,39.924972,1,,6,J144122.09+395529.8,,2003.226,3,22.057,0.214,25.726999999999997,0.595,24.215999999999998,0.7190000000000001,23.666999999999998,0.7090000000000001,22.666999999999998,0.7140000000000001,,,,
2781,220.337809,39.903375,220.337809,39.903375,1,+,6,J144121.07+395412.1,*,2003.226,3,21.671,0.138,20.796999999999997,0.028999999999999998,20.375999999999998,0.028999999999999998,20.222,0.037000000000000005,20.197,0.113,,,,
2785,220.331212,39.900818,220.33121200000002,39.900818,1,+,6,J144119.49+395402.9,,2003.226,3,24.465,0.892,23.345,0.228,21.489,0.071,19.58,0.022000000000000002,18.461,0.027000000000000003,,,,
2788,220.345103,39.910724,220.34510299999997,39.910724,1,,6,J144122.82+395438.6,,2003.226,3,24.214000000000002,0.83,23.21,0.20199999999999999,23.46,0.37,23.323,0.466,21.951,0.439,,,,
2795,220.348272,39.902296,220.348272,39.902296,1,+,6,J144123.58+395408.2,,2003.226,3,25.529,0.7,23.92,0.38,22.581999999999997,0.19699999999999998,21.906999999999996,0.16399999999999998,21.916999999999998,0.475,,,,
2800,220.344016,39.893376,220.344016,39.893376,1,+,6,J144122.56+395336.1,*,2003.2317,3,20.533,0.047,18.12,0.006,17.153,0.005,16.805999999999997,0.005,16.648,0.008,,,,
2801,220.342222,39.895166,220.34222200000002,39.895165999999996,1,+,6,J144122.13+395342.5,,2003.2317,3,23.345,0.392,21.963,0.06,21.233,0.047,20.875999999999998,0.053,20.904,0.166,,,,
2803,220.341931,39.888984,220.34193100000002,39.888984,1,,6,J144122.06+395320.3,*,2003.2317,3,25.015,0.612,24.9,0.447,23.95,0.4,21.829,0.11699999999999999,20.485,0.11699999999999999,,,,
2804,220.156312,39.759873,220.156312,39.759873,1,,6,J144037.51+394535.5,,2003.2317,3,22.500999999999998,0.217,25.463,0.44,24.958000000000002,0.495,23.605999999999998,0.461,23.272,0.41600000000000004,,,,
2807,220.149421,39.769832,220.149421,39.769832,1,,6,J144035.86+394611.3,,2003.2317,3,24.183000000000003,0.684,24.421999999999997,0.418,24.094,0.44799999999999995,21.967,0.141,22.451,0.465,,,,
2815,220.157707,39.771207,220.157707,39.771207000000004,1,,6,J144037.84+394616.3,,2003.2317,3,25.127,0.61,23.658,0.242,24.151,0.429,23.148000000000003,0.34600000000000003,22.593000000000004,0.446,,,,
2820,220.163757,39.764805,220.16375699999998,39.764804999999996,1,+,6,J144039.30+394553.2,,2003.2317,3,24.017,0.613,23.189,0.171,22.371,0.11900000000000001,22.526999999999997,0.218,21.564,0.278,,,,
2825,220.167647,39.783231,220.16764700000002,39.783231,1,,6,J144040.23+394659.6,,2003.2317,3,24.211,0.649,24.72,0.445,23.506999999999998,0.289,22.247,0.168,21.504,0.257,,,,
2826,220.169762,39.772653,220.16976200000002,39.772653000000005,1,,6,J144040.74+394621.5,*,2003.2317,3,24.629,0.7,25.375,0.46,23.94,0.391,21.976,0.135,21.476999999999997,0.257,,,,
2828,220.171131,39.754783,220.171131,39.754783,1,,6,J144041.07+394517.2,,2003.2317,3,22.601999999999997,0.23399999999999999,25.028000000000002,0.46399999999999997,24.989,0.496,24.928,0.495,23.568,0.36,,,,
2834,220.165975,39.758671,220.165975,39.758671,1,+,6,J144039.83+394531.2,*,2003.2317,3,23.729,0.556,23.746,0.276,22.755,0.174,22.254,0.184,21.851,0.35700000000000004,,,,
2850,220.182376,39.786485,220.18237599999998,39.786485,1,+,6,J144043.77+394711.3,*,2003.2317,3,23.951999999999998,0.5920000000000001,20.980999999999998,0.03,19.475,0.013000000000000001,18.848,0.012,18.441,0.023,,,,
2859,220.184013,39.788068,220.184013,39.788068,1,+,6,J144044.16+394717.0,*,2003.2317,3,25.634,0.544,24.000999999999998,0.365,22.195999999999998,0.11800000000000001,21.54,0.10800000000000001,21.034000000000002,0.214,,,,
2862,220.188838,39.775524,220.18883799999998,39.775524,1,,6,J144045.32+394631.8,,2003.2317,3,24.160999999999998,0.649,24.138,0.34700000000000003,23.029,0.20800000000000002,22.459,0.205,22.849,0.475,,,,
2863,220.192867,39.773168,220.19286699999998,39.773168,1,,6,J144046.28+394623.4,,2003.2317,3,23.724,0.522,25.09,0.488,24.048000000000002,0.431,21.61,0.1,20.564,0.126,,,,
2864,220.147114,39.781161,220.14711400000002,39.781161,1,+,6,J144035.30+394652.1,*,2003.2317,3,17.725,0.01,16.278,0.004,15.798,0.004,15.622,0.004,15.573,0.006,,,,
2865,220.131259,39.786994,220.13125899999997,39.786994,1,+,6,J144031.50+394713.1,,2003.2317,3,21.324,0.08800000000000001,20.503,0.022000000000000002,20.374000000000002,0.024,20.307000000000002,0.034,20.404,0.107,,,,
2870,220.136847,39.787865,220.13684700000002,39.787865000000004,1,,6,J144032.84+394716.3,,2003.2317,3,23.558000000000003,0.478,23.362,0.192,23.737,0.34,22.988000000000003,0.311,22.381,0.42200000000000004,,,,
2878,220.15384,39.779579,220.15384,39.779579,1,+,6,J144036.92+394646.4,,2003.2317,3,25.379,0.6829999999999999,23.166999999999998,0.20199999999999999,22.124000000000002,0.11599999999999999,20.647,0.054000000000000006,19.764,0.077,,,,
2881,220.143443,39.813383,220.14344300000002,39.813383,1,+,6,J144034.42+394848.1,,2003.2317,3,25.272,0.675,23.586,0.26,22.011999999999997,0.09699999999999999,21.719,0.12300000000000001,21.087,0.215,,,,
2885,220.156842,39.785824,220.15684199999998,39.785824,1,+,6,J144037.64+394708.9,,2003.2317,3,25.186,0.65,23.682,0.258,22.184,0.10400000000000001,21.906,0.134,21.715999999999998,0.32,,,,
2889,220.135738,39.778043,220.13573799999998,39.778043,1,,6,J144032.57+394640.9,,2003.2317,3,25.013,0.708,24.941999999999997,0.503,25.381,0.47700000000000004,24.33,0.63,20.590999999999998,0.134,,,,
2891,220.159786,39.831297,220.159786,39.831297,1,+,6,J144038.34+394952.6,*,2003.2317,3,20.668000000000003,0.054000000000000006,18.139,0.006,16.788,0.005,16.156,0.004,15.838,0.006,,,,
2892,220.180365,39.814571,220.180365,39.814571,1,+,6,J144043.28+394852.4,*,2003.2317,3,22.427,0.20199999999999999,19.964000000000002,0.015,18.598,0.008,17.769000000000002,0.006999999999999999,17.334,0.012,,,,
2893,220.16063,39.820293,220.16062999999997,39.820293,1,+,6,J144038.55+394913.0,*,2003.2317,3,23.794,0.545,21.889,0.057999999999999996,20.225,0.021,18.927,0.013000000000000001,18.184,0.02,,,,
2894,220.159405,39.819359,220.159405,39.819359000000006,1,,6,J144038.25+394909.6,,2003.2317,3,23.52,0.5489999999999999,23.291,0.213,22.354,0.138,22.159000000000002,0.19,22.997,0.552,,,,
2895,220.157819,39.821027,220.157819,39.821027,1,,6,J144037.87+394915.6,,2003.2317,3,22.261999999999997,0.19899999999999998,25.03,0.532,25.073,0.561,24.5,0.6509999999999999,23.163,0.49700000000000005,,,,
2902,220.156415,39.812317,220.15641499999998,39.812317,1,,6,J144037.53+394844.3,,2003.2317,3,24.891,0.723,24.872,0.49200000000000005,24.243000000000002,0.48100000000000004,24.064,0.595,20.95,0.17800000000000002,,,,
2904,220.170213,39.828195,220.170213,39.828195,1,,6,J144040.85+394941.5,,2003.2317,3,23.728,0.528,23.342,0.18899999999999997,23.33,0.252,23.666,0.478,21.924,0.337,,,,
2909,220.166476,39.792574,220.166476,39.792574,1,+,6,J144039.95+394733.2,,2003.2317,3,23.684,0.595,23.024,0.168,22.694000000000003,0.179,22.498,0.243,22.046,0.439,,,,
2911,220.170366,39.795316,220.170366,39.795316,1,+,6,J144040.88+394743.1,*,2003.2317,3,24.515,0.7120000000000001,24.401999999999997,0.40399999999999997,22.358,0.11699999999999999,21.491999999999997,0.091,20.971,0.175,,,,
2912,220.168139,39.795062,220.16813900000002,39.795062,1,+,6,J144040.35+394742.2,,2003.2317,3,24.2,0.6559999999999999,23.951,0.3,23.281,0.243,22.803,0.27399999999999997,21.445,0.245,,,,
2918,220.174907,39.81136,220.174907,39.81136,1,+,6,J144041.97+394840.8,,2003.2317,3,24.193,0.892,23.912,0.392,22.680999999999997,0.20800000000000002,22.076,0.198,21.111,0.263,,,,
2921,220.211285,39.799247,220.211285,39.799246999999994,1,,6,J144050.70+394757.2,,2003.2317,3,22.678,0.243,24.943,0.47,24.843000000000004,0.509,24.954,0.483,22.39,0.425,,,,
2922,220.221458,39.812492,220.221458,39.812492,1,,6,J144053.14+394844.9,,2003.2317,3,22.469,0.257,25.439,0.595,25.058000000000003,0.6679999999999999,25.391,0.507,22.348000000000003,0.573,,,,
2923,220.22017,39.802501,220.22017000000002,39.802501,1,+,6,J144052.84+394809.0,,2003.2317,3,22.403000000000002,0.192,21.328000000000003,0.038,20.649,0.028999999999999998,20.409000000000002,0.036000000000000004,20.114,0.083,,,,
2926,220.214012,39.830422,220.21401200000003,39.830422,1,+,6,J144051.36+394949.5,*,2003.2317,3,22.761999999999997,0.254,22.358,0.084,22.58,0.138,22.006,0.136,21.575,0.273,,,,
2927,220.217512,39.822401,220.217512,39.822401,1,+,6,J144052.20+394920.6,,2003.2317,3,25.353,0.534,21.589000000000002,0.046,20.728,0.031,20.408,0.036000000000000004,20.177,0.08900000000000001,,,,
2931,220.212722,39.793021,220.212722,39.793021,1,,6,J144051.05+394734.8,,2003.2317,3,23.645,0.48100000000000004,23.828000000000003,0.275,24.896,0.509,23.284000000000002,0.37200000000000005,21.186,0.203,,,,
2934,220.194362,39.807588,220.194362,39.807588,1,+,6,J144046.64+394827.3,*,2003.2317,3,23.441,0.447,23.502,0.22399999999999998,22.935,0.196,23.108,0.35,22.090999999999998,0.397,,,,
2935,220.210982,39.832448,220.21098199999997,39.832448,1,+,6,J144050.63+394956.8,*,2003.2317,3,25.195,0.604,23.487,0.21899999999999997,22.055,0.09300000000000001,20.409000000000002,0.037000000000000005,19.627,0.059000000000000004,,,,
2940,220.210743,39.796534,220.210743,39.796534,1,,6,J144050.57+394747.5,,2003.2317,3,23.986,0.621,24.018,0.33399999999999996,23.426,0.298,22.36,0.19699999999999998,22.000999999999998,0.39299999999999996,,,,
2942,220.212149,39.82081,220.212149,39.820809999999994,1,,6,J144050.91+394914.9,,2003.2317,3,25.151999999999997,0.62,25.127,0.485,24.486,0.507,24.31,0.583,21.046999999999997,0.18600000000000003,,,,
2943,220.224208,39.816587,220.224208,39.816587,1,,6,J144053.80+394859.7,,2003.2317,3,23.975,0.602,24.895,0.488,24.666999999999998,0.54,23.355,0.41100000000000003,21.061999999999998,0.19399999999999998,,,,
2944,220.226783,39.817646,220.226783,39.817646,1,,6,J144054.42+394903.5,,2003.2317,3,24.596,0.67,25.272,0.46799999999999997,24.316999999999997,0.47200000000000003,24.247,0.561,20.95,0.168,,,,
2945,220.23039,39.8368,220.23039,39.8368,1,+,6,J144055.29+395012.4,*,2003.2317,3,19.852999999999998,0.031,17.344,0.005,16.261,0.004,15.809000000000001,0.004,15.554,0.006,,,,
2946,220.232336,39.8376,220.23233599999998,39.8376,1,,6,J144055.76+395015.3,,2003.2317,3,24.94,0.632,24.684,0.446,23.118000000000002,0.217,24.546,0.555,22.788,0.46399999999999997,,,,
2947,220.239137,39.830914,220.239137,39.830914,1,+,6,J144057.39+394951.2,,2003.2317,3,21.689,0.111,21.026,0.031,21.08,0.040999999999999995,21.201,0.07,20.701,0.141,2.32385,,,
2951,220.231664,39.850941,220.23166400000002,39.850941,1,+,6,J144055.59+395103.3,,2003.2317,3,24.322,0.682,23.738000000000003,0.271,22.811999999999998,0.18,23.168000000000003,0.37,22.305,0.45,,,,
2952,220.226556,39.840658,220.22655600000002,39.840658000000005,1,+,6,J144054.37+395026.3,,2003.2317,3,25.233,0.609,22.853,0.134,21.267,0.049,19.987000000000002,0.027000000000000003,19.236,0.044000000000000004,,,,
2956,220.23609,39.823793,220.23609,39.823793,1,,6,J144056.66+394925.6,,2003.2317,3,25.284000000000002,0.546,23.519000000000002,0.21899999999999997,24.529,0.498,24.441,0.561,22.743000000000002,0.461,,,,
2960,220.247675,39.832398,220.247675,39.832398,1,,6,J144059.44+394956.6,,2003.2317,3,25.17,0.5770000000000001,25.783,0.391,22.925,0.18600000000000003,24.233,0.561,23.483,0.386,,,,
2961,220.220412,39.848998,220.220412,39.848997999999995,1,,6,J144052.89+395056.3,*,2003.2317,3,25.63,0.473,25.463,0.48100000000000004,23.136,0.23600000000000002,21.578000000000003,0.10099999999999999,20.910999999999998,0.177,,,,
2962,220.236459,39.852204,220.236459,39.852204,1,,6,J144056.75+395107.9,,2003.2317,3,25.114,0.631,24.756999999999998,0.473,24.555999999999997,0.5329999999999999,22.006,0.142,21.098000000000003,0.201,,,,
2963,220.188818,39.846016,220.18881800000003,39.846016,1,+,6,J144045.31+395045.6,*,2003.2317,3,20.744,0.055999999999999994,19.351,0.011000000000000001,18.759,0.009000000000000001,18.542,0.01,18.433,0.023,,,,
2964,220.191255,39.84709,220.19125499999998,39.84709,1,+,6,J144045.90+395049.5,,2003.2317,3,24.982,0.654,24.065,0.324,22.901999999999997,0.179,22.649,0.23399999999999999,22.329,0.41100000000000003,,,,
2965,220.195873,39.828621,220.195873,39.828621000000005,1,+,6,J144047.00+394943.0,*,2003.2317,3,21.186999999999998,0.077,20.325,0.019,19.964000000000002,0.018000000000000002,19.8,0.023,19.714000000000002,0.06,,,,
2966,220.194452,39.825052,220.194452,39.825052,1,+,6,J144046.66+394930.1,*,2003.2317,3,24.141,0.6629999999999999,21.498,0.044000000000000004,20.224,0.022000000000000002,18.89,0.013000000000000001,18.158,0.02,,,,
2968,220.188232,39.859413,220.18823199999997,39.859413,1,+,6,J144045.17+395133.8,,2003.2317,3,21.789,0.12300000000000001,20.726999999999997,0.025,20.355,0.024,20.189,0.031,19.99,0.075,,,,
2976,220.206164,39.839918,220.206164,39.839918,1,+,6,J144049.47+395023.7,*,2003.2317,3,24.763,0.7070000000000001,22.279,0.081,21.068,0.040999999999999995,20.089000000000002,0.028999999999999998,19.61,0.057,,,,
2978,220.17473,39.847485,220.17472999999998,39.847485,1,,6,J144041.93+395050.9,,2003.2317,3,24.57,0.7090000000000001,24.897,0.469,23.781999999999996,0.35100000000000003,22.349,0.183,21.541,0.261,,,,
2987,220.19934,39.835556,220.19933999999998,39.835556,1,,6,J144047.84+395008.0,,2003.2317,3,23.837,0.557,23.939,0.294,23.334,0.252,22.268,0.17,22.193,0.392,,,,
2990,220.208196,39.84585,220.208196,39.84585,1,,6,J144049.96+395045.0,*,2003.2317,3,22.141,0.163,21.018,0.031,20.519000000000002,0.027000000000000003,20.317,0.035,20.107,0.085,,,,
2995,220.204356,39.857527,220.20435600000002,39.857527000000005,1,+,6,J144049.04+395127.0,,2003.2317,3,24.013,0.607,22.326999999999998,0.08199999999999999,21.320999999999998,0.049,21.026999999999997,0.06,20.718000000000004,0.138,,,,
2998,220.214602,39.863208,220.214602,39.863208,1,+,6,J144051.50+395147.5,,2003.2317,3,23.551,0.494,23.276999999999997,0.184,22.383000000000003,0.12,21.918000000000003,0.131,21.374000000000002,0.239,,,,
3003,220.198977,39.864294,220.198977,39.864294,1,+,6,J144047.75+395151.4,,2003.2317,3,23.249000000000002,0.41600000000000004,23.397,0.21600000000000003,22.892,0.198,22.49,0.228,21.548000000000002,0.297,,,,
3006,220.213345,39.878595,220.21334500000003,39.878595000000004,1,,6,J144051.20+395242.9,,2003.2317,3,24.410999999999998,0.826,24.578000000000003,0.505,22.801,0.204,21.701999999999998,0.125,21.160999999999998,0.24,,,,
3010,220.205287,39.86567,220.205287,39.86567,1,,6,J144049.26+395156.4,,2003.2317,3,25.896,0.382,24.273000000000003,0.37,23.179000000000002,0.225,22.932,0.294,21.198,0.203,,,,
3014,220.224509,39.86014,220.22450899999998,39.86014,1,+,6,J144053.88+395136.5,,2003.2317,3,24.515,0.8270000000000001,23.868000000000002,0.35100000000000003,21.94,0.1,21.068,0.076,20.733,0.179,,,,
3018,220.118198,39.814414,220.118198,39.814414,1,+,6,J144028.36+394851.8,*,2003.2317,3,20.442999999999998,0.047,19.447,0.012,19.152,0.011000000000000001,19.004,0.013999999999999999,19.006,0.035,,,,
3019,220.118087,39.817425,220.118087,39.817425,1,+,6,J144028.34+394902.7,,2003.2317,3,24.781999999999996,0.875,22.611,0.126,21.605,0.07400000000000001,20.4,0.044000000000000004,19.859,0.08199999999999999,,,,
3022,220.116143,39.817077,220.11614300000002,39.817077000000005,1,+,6,J144027.87+394901.4,,2003.2317,3,24.478,0.792,23.234,0.192,22.019000000000002,0.096,21.72,0.122,21.141,0.218,,,,
3024,220.120522,39.817199,220.12052200000002,39.817199,1,+,6,J144028.92+394901.9,,2003.2317,3,24.125,0.73,23.278000000000002,0.198,22.737,0.175,22.204,0.18100000000000002,21.802,0.35,,,,
3025,220.116326,39.817858,220.116326,39.817858,1,,6,J144027.91+394904.2,,2003.2317,3,24.129,0.718,24.725,0.495,23.146,0.242,22.401,0.213,22.253,0.446,,,,
3026,220.126913,39.82474,220.126913,39.824740000000006,1,+,6,J144030.45+394929.0,*,2003.2317,3,21.581,0.106,19.779,0.013999999999999999,19.085,0.011000000000000001,18.799,0.012,18.7,0.027999999999999997,,,,
3030,220.111164,39.819323,220.111164,39.819323,1,+,6,J144026.67+394909.5,,2003.2317,3,23.871,0.653,22.708000000000002,0.126,21.328000000000003,0.054000000000000006,20.962,0.063,20.666999999999998,0.147,,,,
3049,220.12241,39.798501,220.12241,39.798501,1,+,6,J144029.37+394754.6,,2003.2317,3,25.546999999999997,0.536,23.921,0.307,22.805999999999997,0.175,21.791999999999998,0.121,21.043000000000003,0.188,,,,
3050,220.136793,39.821286,220.136793,39.821286,1,+,6,J144032.83+394916.6,,2003.2317,3,24.456999999999997,0.7090000000000001,23.879,0.282,23.098000000000003,0.209,22.804000000000002,0.266,22.544,0.434,,,,
3051,220.107208,39.817316,220.107208,39.817316,1,,6,J144025.72+394902.3,,2003.2317,3,24.531999999999996,0.733,24.686999999999998,0.44299999999999995,23.951,0.381,22.041999999999998,0.141,20.862,0.151,,,,
3053,220.12327,39.823654,220.12327000000002,39.823654,1,,6,J144029.58+394925.1,,2003.2317,3,23.914,0.696,25.504,0.515,24.834,0.595,25.525,0.414,20.924,0.188,,,,
3055,220.142582,39.848521,220.14258199999998,39.848521000000005,1,,6,J144034.21+395054.6,*,2003.2317,3,18.721,0.018000000000000002,16.272000000000002,0.004,14.959000000000001,0.008,14.206,0.004,13.845999999999998,0.005,,,,
3056,220.140267,39.851193,220.140267,39.851193,1,,6,J144033.66+395104.2,*,2003.2317,3,21.761,0.12300000000000001,20.259,0.018000000000000002,19.722,0.016,19.49,0.019,19.379,0.046,,,,
3063,220.152368,39.840764,220.15236800000002,39.840764,1,+,6,J144036.56+395026.7,,2003.2317,3,24.309,0.718,22.965999999999998,0.146,22.497,0.134,22.386,0.2,21.87,0.34299999999999997,,,,
3064,220.158415,39.83767,220.158415,39.83767,1,,6,J144038.01+395015.6,,2003.2317,3,24.459,0.7609999999999999,24.97,0.511,24.448,0.528,22.455,0.21899999999999997,22.691999999999997,0.494,,,,
3065,220.150876,39.842333,220.15087599999998,39.842333,1,,6,J144036.21+395032.4,,2003.2317,3,24.237,0.76,23.217,0.19399999999999998,22.525,0.153,22.861,0.324,22.853,0.521,,,,
3066,220.140065,39.843764,220.140065,39.843764,1,+,6,J144033.61+395037.5,,2003.2317,3,20.3,0.043,20.401,0.02,20.164,0.021,20.209,0.032,20.427,0.10800000000000001,,,,
3068,220.124703,39.837616,220.12470299999998,39.837616,1,+,6,J144029.92+395015.4,,2003.2317,3,25.752,0.45399999999999996,22.31,0.083,20.918000000000003,0.036000000000000004,20.073,0.028999999999999998,19.511,0.052000000000000005,,,,
3073,220.134682,39.841416,220.13468199999997,39.841415999999995,1,+,6,J144032.32+395029.0,,2003.2317,3,23.183000000000003,0.39299999999999996,23.035,0.155,22.828000000000003,0.17800000000000002,22.581999999999997,0.23600000000000002,21.85,0.344,,,,
3083,220.142897,39.815654,220.14289700000003,39.815653999999995,1,,6,J144034.29+394856.3,,2003.2317,3,22.906999999999996,0.321,23.055,0.154,22.366999999999997,0.11800000000000001,22.199,0.168,22.203000000000003,0.446,,,,
3084,220.154444,39.826016,220.15444399999998,39.826015999999996,1,,6,J144037.06+394933.6,,2003.2317,3,23.455,0.445,23.464000000000002,0.20800000000000002,23.918000000000003,0.376,24.410999999999998,0.575,22.953000000000003,0.444,,,,
3087,220.154852,39.849593,220.154852,39.849593,1,+,6,J144037.16+395058.5,,2003.2317,3,24.936,0.7040000000000001,24.323,0.39299999999999996,23.105,0.218,23.746,0.515,22.401,0.43700000000000006,,,,
3089,220.143827,39.818556,220.14382700000002,39.818556,1,+,6,J144034.51+394906.8,,2003.2317,3,23.41,0.435,23.659000000000002,0.24,22.881,0.175,22.557,0.217,22.333000000000002,0.408,,,,
3094,220.151862,39.829806,220.15186200000002,39.829806,1,,6,J144036.44+394947.3,,2003.2317,3,24.679000000000002,0.7170000000000001,25.368000000000002,0.461,24.718000000000004,0.504,24.84,0.522,21.211,0.203,,,,
3095,220.100316,39.834616,220.10031600000002,39.834616,1,+,6,J144024.07+395004.6,*,2003.2317,3,21.247,0.083,19.715999999999998,0.013000000000000001,19.027,0.01,18.769000000000002,0.012,18.611,0.026000000000000002,,,,
3097,220.105054,39.834183,220.105054,39.834183,1,+,6,J144025.21+395003.0,*,2003.2317,3,20.944000000000003,0.067,19.476,0.012,18.905,0.01,18.692,0.011000000000000001,18.660999999999998,0.027000000000000003,,,,
3098,220.115731,39.837676,220.115731,39.837676,1,+,6,J144027.77+395015.6,*,2003.2317,3,24.686,0.722,20.749000000000002,0.025,19.396,0.013000000000000001,18.642,0.011000000000000001,18.213,0.02,,,,
3103,220.094624,39.843814,220.094624,39.843814,1,+,6,J144022.70+395037.7,,2003.2317,3,22.678,0.257,21.006,0.03,20.308,0.023,20.044,0.027999999999999997,19.998,0.07400000000000001,,,,
3106,220.101633,39.855008,220.10163300000002,39.855008000000005,1,+,6,J144024.39+395118.0,,2003.2317,3,24.212,0.684,22.875,0.13,22.204,0.099,22.093000000000004,0.14800000000000002,21.883000000000003,0.324,,,,
3116,220.099253,39.838243,220.09925299999998,39.838243,1,+,6,J144023.82+395017.6,,2003.2317,3,23.826999999999998,0.622,24.246,0.389,22.903000000000002,0.193,21.197,0.07400000000000001,20.464000000000002,0.11800000000000001,,,,
3118,220.108346,39.838541,220.10834599999998,39.838541,1,+,6,J144026.00+395018.7,,2003.2317,3,24.319000000000003,0.838,23.462,0.24600000000000002,22.193,0.11900000000000001,21.583000000000002,0.115,21.025,0.214,,,,
3124,220.094337,39.821199,220.09433700000002,39.821199,1,,6,J144022.64+394916.3,,2003.2317,3,24.111,0.6679999999999999,25.308000000000003,0.469,25.188000000000002,0.475,25.19,0.44299999999999995,21.009,0.17300000000000001,,,,
3125,220.10167,39.831072,220.10167,39.831072,1,,6,J144024.40+394951.8,,2003.2317,3,24.546999999999997,0.727,24.773000000000003,0.455,24.885,0.49700000000000005,24.738000000000003,0.542,21.301,0.215,,,,
3126,220.107475,39.829148,220.107475,39.829147999999996,1,,6,J144025.79+394944.9,,2003.2317,3,24.421,0.723,25.095,0.47200000000000003,24.718000000000004,0.498,23.749000000000002,0.5,21.131999999999998,0.18899999999999997,,,,
3127,220.106939,39.825774,220.106939,39.825773999999996,1,,6,J144025.66+394932.7,,2003.2317,3,23.886999999999997,0.593,25.033,0.473,24.408,0.473,24.697,0.547,21.285,0.212,,,,
3128,220.138709,39.865996,220.13870899999998,39.865996,1,,6,J144033.29+395157.5,*,2003.2317,3,17.812,0.013000000000000001,15.988,0.006,14.334000000000001,0.002,14.484000000000002,0.006,13.845999999999998,0.006,,,,
3129,220.139606,39.858392,220.13960600000001,39.858391999999995,1,+,6,J144033.50+395130.2,*,2003.2317,3,22.178,0.17,19.908,0.015,18.564,0.008,17.545,0.006999999999999999,17.021,0.01,,,,
3131,220.141623,39.863273,220.141623,39.863273,1,,6,J144033.98+395147.7,,2003.2317,3,24.796999999999997,0.769,24.655,0.479,23.223000000000003,0.251,22.03,0.153,21.482,0.275,,,,
